 Rank 	 ChEMBL ID 	 Common name 
 1 	 CHEMBL215	 Arachidonate 5-lipoxygenase 
 2 	 CHEMBL340	 Cytochrome P450 3A4 
 3 	 CHEMBL4822	 Beta-secretase 1 
 4 	 CHEMBL4794	 Vanilloid receptor 
 5 	 CHEMBL3025	 Carbonic anhydrase VI 
 6 	 CHEMBL338	 Dopamine transporter 
 7 	 CHEMBL312	 Arachidonate 5-lipoxygenase 
 8 	 CHEMBL228	 Serotonin transporter 
 9 	 CHEMBL214	 Serotonin 1a (5-HT1a) receptor 
 10 	 CHEMBL3969	 Carbonic anhydrase VB 
 11 	 CHEMBL313	 Serotonin transporter 
 12 	 CHEMBL2903	 Arachidonate 15-lipoxygenase 
 13 	 CHEMBL284	 Dipeptidyl peptidase IV 
 14 	 CHEMBL261	 Carbonic anhydrase I 
 15 	 CHEMBL304	 Norepinephrine transporter 
 16 	 CHEMBL3594	 Carbonic anhydrase IX 
 17 	 CHEMBL2326	 Carbonic anhydrase VII 
 18 	 CHEMBL3510	 Carbonic anhydrase XIV 
 19 	 CHEMBL4789	 Carbonic anhydrase VA 
 20 	 CHEMBL339	 Dopamine D2 receptor 
