 Rank 	 ChEMBL ID 	 Common name 
 1 	 CHEMBL2622	 Aldose reductase 
 2 	 CHEMBL1900	 Aldose reductase 
 3 	 CHEMBL2326	 Carbonic anhydrase VII 
 4 	 CHEMBL3242	 Carbonic anhydrase XII 
 5 	 CHEMBL1929	 Xanthine dehydrogenase 
 6 	 CHEMBL3729	 Carbonic anhydrase IV 
 7 	 CHEMBL205	 Carbonic anhydrase II 
 8 	 CHEMBL1250375	 NADPH oxidase 4 
 9 	 CHEMBL5393	 ATP-binding cassette sub-family G member 2 
 10 	 CHEMBL5880	 Interleukin-2 
 11 	 CHEMBL215	 Arachidonate 5-lipoxygenase 
 12 	 CHEMBL220	 Acetylcholinesterase 
 13 	 CHEMBL4979	 Sodium/glucose cotransporter 1 
 14 	 CHEMBL2231	 Cytochrome P450 1A1 
 15 	 CHEMBL4878	 Cytochrome P450 1B1 
 16 	 CHEMBL261	 Carbonic anhydrase I 
 17 	 CHEMBL1825	 TNF-alpha 
 18 	 CHEMBL3594	 Carbonic anhydrase IX 
 19 	 CHEMBL338	 Dopamine transporter 
 20 	 CHEMBL5573	 Intestinal alkaline phosphatase 
