 Rank 	 ChEMBL ID 	 Common name 
 1 	 CHEMBL308	 Cyclin-dependent kinase 1 
 2 	 CHEMBL2608	 Lysosomal alpha-glucosidase 
 3 	 CHEMBL3114	 Sucrase-isomaltase 
 4 	 CHEMBL3513	 Acidic alpha-glucosidase 
 5 	 CHEMBL4531	 Galectin-3 
 6 	 CHEMBL4794	 Vanilloid receptor 
 7 	 CHEMBL2074	 Maltase-glucoamylase 
 8 	 CHEMBL2748	 Sucrase-isomaltase 
 9 	 CHEMBL205	 Carbonic anhydrase II 
 10 	 CHEMBL261	 Carbonic anhydrase I 
 11 	 CHEMBL3242	 Carbonic anhydrase XII 
 12 	 CHEMBL3594	 Carbonic anhydrase IX 
 13 	 CHEMBL1973	 Tyrosinase 
 14 	 CHEMBL2167	 Transforming protein p21/H-Ras-1 
 15 	 CHEMBL4176	 Alpha-L-fucosidase I 
 16 	 CHEMBL222	 Norepinephrine transporter 
 17 	 CHEMBL1795098	 Carboxy-terminal domain RNA polymerase II polypeptide A small phosphatase 1 
 18 	 CHEMBL5008	 Galectin-7 
 19 	 CHEMBL5474	 Galectin-9 
 20 	 CHEMBL4915	 Galectin-1 
