 Rank 	 ChEMBL ID 	 Common name 
 1 	 CHEMBL3785	 Hydroxycarboxylic acid receptor 2 
 2 	 CHEMBL4731	 Hydroxycarboxylic acid receptor 2 
 3 	 CHEMBL5485	 D-amino-acid oxidase 
 4 	 CHEMBL205	 Carbonic anhydrase II 
 5 	 CHEMBL261	 Carbonic anhydrase I 
 6 	 CHEMBL4054	 GABA transporter 1 
 7 	 CHEMBL3229	 Anandamide amidohydrolase 
 8 	 CHEMBL4461	 NAD-dependent deacetylase sirtuin 3 
 9 	 CHEMBL4462	 NAD-dependent deacetylase sirtuin 2 
 10 	 CHEMBL1841	 Tyrosine-protein kinase FYN 
 11 	 CHEMBL258	 Tyrosine-protein kinase LCK 
 12 	 CHEMBL3242	 Carbonic anhydrase XII 
 13 	 CHEMBL3025	 Carbonic anhydrase VI 
 14 	 CHEMBL3594	 Carbonic anhydrase IX 
 15 	 CHEMBL3729	 Carbonic anhydrase IV 
 16 	 CHEMBL220	 Acetylcholinesterase 
 17 	 CHEMBL3199	 Acetylcholinesterase 
 18 	 CHEMBL2326	 Carbonic anhydrase VII 
 19 	 CHEMBL2885	 Carbonic anhydrase III 
 20 	 CHEMBL3510	 Carbonic anhydrase XIV 
