Target ChEMBL ID,Probability
CHEMBL4980,0.9879475831985474
CHEMBL4618,0.9786498546600342
CHEMBL2425,0.9675427675247192
CHEMBL1809,0.9667322635650635
CHEMBL4685,0.963315486907959
CHEMBL2363,0.9626131653785706
CHEMBL1795116,0.9578185081481934
CHEMBL284,0.955796480178833
CHEMBL3130,0.9547716379165649
CHEMBL4296,0.9494925737380981
CHEMBL2069156,0.9488871097564697
CHEMBL1926,0.9436478018760681
CHEMBL1921666,0.9416367411613464
CHEMBL2334,0.9389324188232422
CHEMBL4068,0.9385324716567993
CHEMBL2722,0.9383409023284912
CHEMBL6164,0.9379692673683167
CHEMBL6154,0.9359473586082458
CHEMBL2492,0.9357383251190186
CHEMBL5805,0.9350658655166626
CHEMBL4739695,0.9319509863853455
CHEMBL3713062,0.9312295317649841
CHEMBL2954,0.9295896291732788
CHEMBL3649,0.9255869388580322
CHEMBL243,0.9255052804946899
CHEMBL3559,0.9239403009414673
CHEMBL4828,0.923678457736969
CHEMBL3996,0.9213139414787292
CHEMBL4829,0.9207459092140198
CHEMBL4409,0.9205925464630127
CHEMBL5023,0.9205037355422974
CHEMBL5645,0.9190241098403931
CHEMBL4550,0.9167308211326599
CHEMBL1744525,0.9133928418159485
CHEMBL4908,0.9111264944076538
CHEMBL330,0.9100338816642761
CHEMBL249,0.9094349145889282
CHEMBL2575,0.9088304042816162
CHEMBL3602,0.908592939376831
CHEMBL5160,0.9062798023223877
CHEMBL1929,0.9046671390533447
CHEMBL6009,0.9027403593063354
CHEMBL3023,0.9023607969284058
CHEMBL2016,0.8986621499061584
CHEMBL1899,0.8985033631324768
CHEMBL4191,0.8961750268936157
CHEMBL3145,0.8943645358085632
CHEMBL2014,0.8932566046714783
CHEMBL6175,0.8891774415969849
CHEMBL1075317,0.887749195098877
CHEMBL3105,0.8866225481033325
CHEMBL4979,0.8852958679199219
CHEMBL252,0.8838194012641907
CHEMBL275,0.8835550546646118
CHEMBL1163125,0.8739258050918579
CHEMBL4822,0.8738415241241455
CHEMBL3691,0.8730852007865906
CHEMBL3201,0.872857928276062
CHEMBL264,0.8723728656768799
CHEMBL3247,0.8716471195220947
CHEMBL4427,0.8711320161819458
CHEMBL4130,0.8710011839866638
CHEMBL2622,0.8705178499221802
CHEMBL3815,0.8685334920883179
CHEMBL4235,0.8678402304649353
CHEMBL3706,0.8677964806556702
CHEMBL3160,0.8676531910896301
CHEMBL244,0.8671579360961914
CHEMBL209,0.8668715953826904
CHEMBL4561,0.8660538792610168
CHEMBL5076,0.8658933043479919
CHEMBL286,0.8635787963867188
CHEMBL202,0.8617128133773804
CHEMBL3286,0.8609291315078735
CHEMBL1844,0.8608322143554688
CHEMBL3108640,0.8576391935348511
CHEMBL1075126,0.8569145202636719
CHEMBL2002,0.8560346364974976
CHEMBL4625,0.8550208806991577
CHEMBL247,0.8532052636146545
CHEMBL3589,0.8514389991760254
CHEMBL5462,0.8499884009361267
CHEMBL3994,0.8484044075012207
CHEMBL3880,0.8466918468475342
CHEMBL3769,0.8465196490287781
CHEMBL325,0.8459413051605225
CHEMBL344,0.8434436917304993
CHEMBL5071,0.840965747833252
CHEMBL5658,0.8395748138427734
CHEMBL3833,0.8392719030380249
CHEMBL1966,0.8390074968338013
CHEMBL3157,0.838469386100769
CHEMBL2820,0.8381333351135254
CHEMBL3638344,0.8371899127960205
CHEMBL257,0.834721565246582
CHEMBL5498,0.8345087766647339
CHEMBL3820,0.8322051763534546
CHEMBL4153,0.8317503929138184
CHEMBL3351,0.8309532403945923
CHEMBL3510,0.8308916687965393
CHEMBL4026,0.8277475833892822
CHEMBL5936,0.8254267573356628
CHEMBL4124,0.8220311403274536
CHEMBL4005,0.8214596509933472
CHEMBL4506,0.8211358785629272
CHEMBL2007625,0.8211036920547485
CHEMBL4198,0.8207030892372131
CHEMBL4681,0.8197134733200073
CHEMBL1293289,0.8192005157470703
CHEMBL2326,0.8191283941268921
CHEMBL3922,0.8148683309555054
CHEMBL3004,0.8145084977149963
CHEMBL1795186,0.8141744136810303
CHEMBL6141,0.8138095140457153
CHEMBL2337,0.8136045932769775
CHEMBL2756,0.8134148120880127
CHEMBL2311243,0.8129650354385376
CHEMBL2742,0.8123136162757874
CHEMBL2781,0.8098989725112915
CHEMBL2868,0.8098151087760925
CHEMBL3979,0.8088035583496094
CHEMBL1836,0.8055211305618286
CHEMBL4481,0.8023473024368286
CHEMBL2146302,0.8003671169281006
CHEMBL4394,0.7999324798583984
CHEMBL3242,0.7993071675300598
CHEMBL4508,0.7989542484283447
CHEMBL4093,0.7986389994621277
CHEMBL1985,0.790142297744751
CHEMBL1293266,0.7898372411727905
CHEMBL2327,0.7887811660766602
CHEMBL315,0.7876105308532715
CHEMBL268,0.787189245223999
CHEMBL319,0.7837632298469543
CHEMBL2000,0.7836154699325562
CHEMBL250,0.7832119464874268
CHEMBL6184,0.781549334526062
CHEMBL4616,0.7802771329879761
CHEMBL2652,0.7800542712211609
CHEMBL2857,0.7795162200927734
CHEMBL3991,0.7783715724945068
CHEMBL4607,0.7769937515258789
CHEMBL4158,0.7744235992431641
CHEMBL3138,0.7709848880767822
CHEMBL5697,0.7697542905807495
CHEMBL4303,0.7691055536270142
CHEMBL3028,0.7666300535202026
CHEMBL3267,0.7646485567092896
CHEMBL3948,0.7635325193405151
CHEMBL1829,0.7625021934509277
CHEMBL2439,0.7596136331558228
CHEMBL4429,0.7575948238372803
CHEMBL4142,0.7575899958610535
CHEMBL4333,0.7573312520980835
CHEMBL4105864,0.7543245553970337
