"","p_val","avg_log2FC","pct.1","pct.2","p_val_adj"
"SORBS2",1.4269288481109e-134,0.300310197070429,0.501,0.421,4.11512010506702e-130
"PLCB1",2.87450108028461e-134,0.204263516077113,0.792,0.722,8.28977366543277e-130
"GJA1",1.63040139875532e-133,-1.95402026523986,0.017,0.047,4.70191459387046e-129
"TUBB2A",4.51823186647122e-133,-0.39729724661359,0.249,0.327,1.30301288797164e-128
"CRYAB",4.94375784567659e-133,-1.01185548413912,0.058,0.106,1.42573032511467e-128
"RP1-78O14.1",5.62676679773746e-133,0.358393908516891,0.424,0.346,1.62270327679951e-128
"MCTP1",8.9912702867224e-133,0.311762167799424,0.524,0.443,2.59299243798787e-128
"CNP",6.13783252105134e-132,-0.983881795814313,0.078,0.131,1.770089520746e-127
"ATRNL1",7.43946987592401e-132,0.235812043512135,0.719,0.65,2.14546871751772e-127
"SPDYE3",9.5129360543247e-132,0.368485257458904,0.349,0.276,2.7434356287067e-127
"PTPRD",1.14494876643973e-131,0.227154713748821,0.827,0.781,3.30191774753554e-127
"GFAP",4.9455688414724e-131,-1.39560579012213,0.032,0.069,1.42625259819222e-126
"CUX2",5.62804580106457e-131,0.472893959840931,0.27,0.2,1.62307212856901e-126
"CLIP3",8.134276393492e-131,-0.657999476818048,0.182,0.249,2.34584396911916e-126
"MARCKSL1",1.06404137263727e-130,-0.958809424758842,0.073,0.124,3.06858891454862e-126
"RIMS2",3.62908498524512e-130,0.221265140165651,0.717,0.64,1.04659181889484e-125
"SMYD3",5.40313219255928e-130,0.230563230105323,0.639,0.563,1.55820929301217e-125
"GRM7",9.96649821176221e-130,0.262146220286988,0.615,0.541,2.8742384192901e-125
"MT2A",1.6061631378255e-128,-1.35257756123355,0.036,0.075,4.63201387317495e-124
"KCNMA1",2.88423073203102e-128,0.206869251135136,0.677,0.605,8.31783300810426e-124
"HSP90AB1",1.46869381179622e-127,-0.419548363064708,0.418,0.488,4.23556608383911e-123
"CCPG1",4.0163519245643e-126,0.341608469139447,0.436,0.361,1.1582757315251e-121
"TARBP1",4.25161880790282e-126,0.30819602214588,0.451,0.375,1.22612434801109e-121
"TMEM132B",1.26638559249415e-125,0.236917682874624,0.568,0.49,3.65212941019388e-121
"PRDX1",1.65284683850022e-125,-0.684358101973515,0.097,0.152,4.7666449975508e-121
"JUND",2.48678608210686e-125,-0.589633949588426,0.236,0.307,7.17164238218798e-121
"KCTD16",4.92191913170418e-125,0.268115231390709,0.608,0.533,1.41943225839217e-120
"CAMK1D",6.26011665928082e-125,0.252003983411936,0.557,0.485,1.80535504337e-120
"PKM",1.20321343803045e-124,-0.390473189305533,0.396,0.466,3.46994723393602e-120
"TTTY14",2.70386307233045e-124,0.25956181437703,0.525,0.449,7.7976707142938e-120
"MAPK10",3.42115482094462e-124,0.220218517979559,0.675,0.605,9.86626838812219e-120
"RSRP1",5.14982123782751e-124,0.281505602985219,0.412,0.338,1.48515694677708e-119
"CCSER1",6.56279382399131e-124,0.207762535462659,0.726,0.65,1.89264411090086e-119
"FOCAD",1.37868144377779e-123,0.292248119672219,0.525,0.454,3.97597941571077e-119
"PPP2R1A",1.85627866573988e-123,-0.521484396191827,0.23,0.3,5.35332204412725e-119
"UNC79",8.01093442553855e-123,0.216283556384507,0.618,0.543,2.31027337898106e-118
"RP3-525N10.2",1.0168524185034e-122,0.397756599005508,0.332,0.262,2.93250068972194e-118
"NPAS4",2.02190701070006e-121,2.32560868038089,0.033,0.009,5.83097762815791e-117
"BIRC6-AS2",3.79678251852193e-121,0.320959339185533,0.41,0.337,1.09495411051654e-116
"RP11-138A9.2",4.2167034899027e-121,0.526874068535727,0.241,0.177,1.21605511945304e-116
"FRMPD4",4.45031524846222e-121,0.227287564683945,0.669,0.594,1.28342641450402e-116
"PDE10A",5.97303242727396e-121,0.303237964101515,0.524,0.452,1.72256282170154e-116
"ANKRD36",1.66145747788855e-120,0.295113868625677,0.496,0.419,4.79147722048279e-116
"CADPS",1.13950299314466e-119,0.207688682742212,0.666,0.587,3.28621268192988e-115
"ARHGAP26",1.94292359122978e-119,0.246308328904443,0.575,0.505,5.60319734474757e-115
"JMJD1C",2.34937853847742e-119,0.194892368887386,0.679,0.605,6.77537276711503e-115
"CNTNAP2",3.04253333386831e-119,0.213488690939752,0.813,0.756,8.77436188154283e-115
"RNF187",2.78170282399801e-118,-0.570402624349857,0.158,0.22,8.02215277412787e-114
"GRIN2B",5.67543838093641e-118,0.205201189549802,0.634,0.562,1.63673967467825e-113
"GPR37L1",4.6309327901118e-117,-1.89278662854621,0.02,0.049,1.33551470734034e-112
"CACNA1C",6.46710412559715e-117,0.230116331263529,0.563,0.492,1.86504815878096e-112
"TPI1",9.58618402090937e-117,-0.358005116020318,0.264,0.336,2.76455960979005e-112
"RAB3A",1.78480917449288e-115,-0.379724025155245,0.244,0.315,5.14721117832003e-111
"DAB1",3.13697695235398e-115,0.244163807575226,0.582,0.509,9.04672783289364e-111
"MIR219A2",8.82187618829857e-115,-0.848304171097012,0.053,0.095,2.54414087394343e-110
"CACNB2",7.77321560076796e-114,0.187780167245121,0.582,0.507,2.24171764710547e-109
"NEGR1",3.90914414042485e-113,0.208010160290057,0.746,0.674,1.12735807865712e-108
"KHDRBS2",9.3262125059672e-113,0.23872518115432,0.66,0.585,2.68958642459588e-108
"PRKCB",1.03317895446147e-112,0.216463155039275,0.698,0.617,2.97958478677142e-108
"SNTG1",6.34241301806184e-112,0.220177789865594,0.698,0.625,1.82908849027885e-107
"CES4A",2.01995985759432e-111,0.46704385693249,0.269,0.205,5.82536223331627e-107
"BSG",2.04337619103694e-111,-0.619093307977512,0.225,0.29,5.89289259733143e-107
"KCNH7",3.24192359191939e-111,0.254443618993645,0.558,0.483,9.34938344673632e-107
"ARL17B",6.13276957359603e-111,0.467474640830163,0.26,0.198,1.76862941732936e-106
"DMD",9.86802163694435e-111,0.216839040224099,0.69,0.621,2.84583875987838e-106
"RP11-649G15.2",2.15911444381137e-110,0.408065920145837,0.347,0.279,6.2266701445076e-106
"ATXN1",1.36360265406332e-108,0.214309607860217,0.615,0.544,3.9324936940532e-104
"ATP1B2",1.38716936619508e-108,-1.21450347648552,0.076,0.121,4.00045773517e-104
"TBCB",9.94613532538905e-108,-0.595466106221664,0.138,0.195,2.86836596648895e-103
"MNAT1",1.5711216449172e-107,0.259736862046453,0.492,0.419,4.53095771177671e-103
"CTB-4E7.1",1.72601337582296e-107,0.875977871707734,0.099,0.057,4.97764997453584e-103
"AJ006998.2",4.52649249574686e-107,0.477367159790995,0.286,0.222,1.30539517084844e-102
"LRRC7",1.50450893559427e-106,0.189446036267585,0.716,0.644,4.33885331936031e-102
"SHANK2",1.88664150627502e-106,0.25136485108636,0.432,0.362,5.44088543994654e-102
"FGF12",2.66557153616135e-106,0.169548190592684,0.75,0.676,7.68724175313571e-102
"CFL1",3.55046615966589e-106,-0.364906332326725,0.328,0.395,1.02391893578605e-101
"MAK",4.54504876328153e-106,0.452736477939262,0.29,0.228,1.31074661284276e-101
"FAT3",5.37406717835119e-106,0.259673510780817,0.485,0.415,1.5498272335647e-101
"ROBO2",8.58881458121303e-106,0.24159573273292,0.711,0.639,2.47692823707602e-101
"RAB11B",1.28835803391121e-105,-0.691906682708528,0.127,0.181,3.71549573399654e-101
"GDI1",2.55675286796417e-105,-0.485413187587994,0.361,0.423,7.37341959592188e-101
"RP11-473C19.1",3.32178366780708e-105,0.487841469697059,0.268,0.206,9.57969191958884e-101
"S100B",3.34390576288506e-105,-1.10844976704345,0.025,0.055,9.64348982958424e-101
"CDH18",3.62295812483511e-105,0.260743181581056,0.567,0.497,1.0448248936212e-100
"RP11-192H23.6",4.00929855883535e-105,0.665454903778193,0.154,0.103,1.15624161138253e-100
"CDH8",5.07382932400628e-105,0.326586271275907,0.417,0.351,1.46324163875017e-100
"MACROD2",1.47221135300369e-104,0.222492926515148,0.668,0.602,4.24571032092735e-100
"RPS11",1.70431751366275e-104,-0.582396458979564,0.109,0.162,4.91508127765201e-100
"TUBA1B",2.08471872557353e-104,-0.240033228530193,0.453,0.515,6.0121203326815e-100
"AC007563.5",2.79232280485713e-104,0.525618168284497,0.194,0.137,8.05277973692748e-100
"PSAP",7.71154296179537e-104,-0.40890644798362,0.44,0.501,2.22393187475217e-99
"CSRP1",3.73228505516034e-102,-1.04064688270037,0.03,0.061,1.07635368705769e-97
"QKI",9.06532846704956e-102,-0.529561764352059,0.354,0.419,2.61435007661242e-97
"ACTG1",1.80979053172736e-101,-0.339285112199779,0.351,0.419,5.21925491444854e-97
"ENO1",3.20967069939953e-101,-0.538011316141877,0.196,0.258,9.25636932999831e-97
"AGT",3.74152360582004e-101,-2.04307644380528,0.009,0.029,1.07901799268244e-96
"THRB",1.17403544004185e-100,0.2027147671353,0.644,0.575,3.3858008055367e-96
"DYNC1I1",1.65577632083244e-100,0.23991527008154,0.539,0.471,4.77509333164866e-96
"EPHA6",1.67336503807373e-100,0.262971858185073,0.49,0.418,4.82581743330084e-96
"AC010127.3",1.86663778486238e-100,0.376272538676692,0.361,0.297,5.38319670776463e-96
"EDF1",1.95384391080207e-100,-0.423005133019647,0.179,0.24,5.6346904543621e-96
"SYN1",2.13886691153904e-100,-0.542500418700425,0.219,0.28,6.16827828618744e-96
"UBB",2.98733608091044e-100,-0.382034458301965,0.197,0.261,8.61517852373762e-96
"UNC80",3.13435195464564e-100,0.221885392613954,0.558,0.487,9.03915760200257e-96
"RIMS1",3.34991105727271e-100,0.211785630370057,0.613,0.541,9.66080849806877e-96
"RP11-499P20.2",4.22968050224158e-100,0.395422587929182,0.281,0.219,1.21979756004145e-95
"FSTL4",4.58320903804505e-100,0.318441046621097,0.384,0.317,1.32175165448181e-95
"SIPA1L1",5.83216500637804e-100,0.2091598430952,0.621,0.554,1.68193806618936e-95
"TUBA1A",8.37960669866251e-100,-0.401304935821653,0.245,0.313,2.41659477582728e-95
"CTA-373H7.7",1.27226964909588e-99,0.566768849714242,0.175,0.123,3.66909844102761e-95
"NRXN1",1.28912008869238e-99,0.153257915083449,0.829,0.785,3.71769342377994e-95
"SHISA9",1.55765957186694e-99,0.254899058827552,0.463,0.395,4.49213443930708e-95
"H1FX",2.19651449171291e-99,-0.680203565155901,0.09,0.137,6.33452814265085e-95
"MYT1L",2.37862034020792e-99,0.18318229946333,0.609,0.539,6.85970319912563e-95
"MEG8",3.69665235902348e-99,0.319493960144387,0.399,0.331,1.06607757381878e-94
"RASAL2",6.47176555249647e-99,0.198816764183392,0.627,0.553,1.86639246768446e-94
"PCDH9-AS2",7.05041787308917e-99,0.242116711405061,0.492,0.424,2.03327001042019e-94
"NLGN1",1.59570898636457e-98,0.170927554697243,0.741,0.679,4.60186514577679e-94
"GRIA1",2.64056240847832e-98,0.222230073626771,0.547,0.474,7.61511792981064e-94
"CHRM3-AS2",5.08837435903807e-98,0.519656820904753,0.245,0.187,1.46743628140299e-93
"CACNA1B",7.35915691907662e-98,0.211087481292425,0.532,0.463,2.12230726389251e-93
"PTPRN2",7.50630150115729e-98,0.200944017810355,0.538,0.469,2.16474228991875e-93
"PDZRN3",2.15313956519595e-97,0.27374956753059,0.391,0.324,6.20943919206859e-93
"KSR2",2.23555883081885e-97,0.262821244400888,0.434,0.368,6.44712811219848e-93
"SV2A",3.00116667303976e-97,-0.457650269407836,0.32,0.382,8.65506456837937e-93
"WDR17",3.01167254595898e-97,0.326742647621387,0.395,0.331,8.68536245529111e-93
"EEF1A2",3.18814320072647e-97,-0.484113296642138,0.219,0.281,9.19428617657508e-93
"CH507-513H4.1",5.48925668188304e-97,-1.50251734787845,0.019,0.045,1.58304673448825e-92
"HTRA1",6.50890409197904e-97,-1.04256392344374,0.062,0.102,1.87710285108584e-92
"GRM5",6.61418183206396e-97,0.183619842807937,0.704,0.633,1.90746389854893e-92
"GRIA3",1.50953369098654e-96,0.205240182107387,0.573,0.506,4.35334421143609e-92
"ANK3",2.11858375809018e-96,0.130975277572255,0.714,0.65,6.10978369995627e-92
"AC114765.1",2.29491392820615e-96,0.463337505610553,0.295,0.235,6.61830227755372e-92
"CACNA1A",2.43531073638366e-96,0.207050055237439,0.561,0.495,7.02319263265684e-92
"HOMER1",2.49845248874847e-96,0.371739011704204,0.479,0.418,7.20528713230173e-92
"SRSF5",2.79998896886651e-96,0.20565194030269,0.512,0.445,8.07488818731414e-92
"PPIA",5.51877396901423e-96,-0.428425451465545,0.336,0.397,1.59155922492401e-91
"SORCS1",8.21567746109684e-96,0.261843625405109,0.472,0.402,2.36931922300572e-91
"OLFM3",2.52216204079896e-95,0.253155818774973,0.492,0.424,7.27366310946012e-91
"PTPRO",7.71789704076555e-95,0.287606868950401,0.364,0.299,2.22576432758638e-90
"MIR137HG",1.10953971113199e-94,0.28320152084607,0.406,0.339,3.19980157293354e-90
"NBEA",2.02933974026009e-94,0.171499056500687,0.69,0.617,5.85241287693606e-90
"TUBB2B",5.28756217459689e-94,-1.17461707618273,0.048,0.084,1.524880055532e-89
"HPCA",1.1789249707258e-93,-0.554129037866893,0.137,0.19,3.39990172307614e-89
"ATP5D",1.77986738577946e-93,-0.416558835865345,0.169,0.226,5.13295955384937e-89
"ENOX1",2.65998333050818e-93,0.178422325669658,0.568,0.498,7.67112592685253e-89
"HEPACAM",5.52524849413289e-93,-1.17771674650251,0.029,0.058,1.59342641322298e-88
"DDIT4",9.95313062389424e-93,-1.47873761730619,0.023,0.049,2.87038334062486e-88
"UBE2E2",1.50411483396437e-92,0.160520698184254,0.62,0.556,4.33771676966984e-88
"FAM85B",3.07474012543894e-92,0.426743856752742,0.218,0.163,8.86724304775337e-88
"RPS27A",4.41454670983669e-92,0.470481399428804,0.305,0.248,1.2731111256498e-87
"SRSF11",5.13530890733448e-92,0.205011923055701,0.535,0.47,1.48097173578619e-87
"PLP1",8.5785755187578e-92,-0.70903779052175,0.094,0.141,2.47397539385456e-87
"RP11-608O21.1",1.60270985248347e-91,0.517582865241075,0.167,0.118,4.62205494357709e-87
"LINC00882",2.17894604257356e-91,0.259944602264667,0.41,0.346,6.28386249217788e-87
"CDH12",4.47806211846448e-91,0.250805363335757,0.541,0.473,1.29142833434397e-86
"NRGN",4.96043345289122e-91,-0.381929797365465,0.565,0.603,1.4305394034793e-86
"RHBDD2",5.66524687868588e-91,-0.55181781200587,0.208,0.265,1.63380054734422e-86
"GRIA4",7.65184816672021e-91,0.221627542212385,0.611,0.545,2.20671649280044e-86
"WBP2",7.94470605431421e-91,-0.458332332379855,0.175,0.231,2.29117377900368e-86
"F3",2.07899310547112e-90,-1.62337644049598,0.018,0.041,5.99560821686816e-86
"ASIC2",2.98460156585538e-90,0.185364188232193,0.612,0.542,8.60729245577033e-86
"SPDYE5",4.81297415713194e-90,0.420575310487729,0.26,0.203,1.38801361717528e-85
"DYNLRB1",6.62969083708292e-90,-0.43715212852259,0.168,0.223,1.91193654050634e-85
"RBFOX2",2.16773584197905e-89,0.19665236464607,0.608,0.541,6.25153339468339e-85
"CSMD3",3.45397796092881e-89,0.165527744281784,0.666,0.597,9.96092704152261e-85
"SDC4",3.95780661378781e-89,-2.01589609777648,0.009,0.028,1.14139184935027e-84
"MLIP",5.28168454292288e-89,0.371724483162497,0.34,0.28,1.52318500533353e-84
"RP11-219A15.1",7.15731336608273e-89,0.40623409583829,0.331,0.273,2.0640976016446e-84
"AC011288.2",1.15619249690786e-88,0.307801444804639,0.389,0.324,3.33434354183259e-84
"CA10",2.18522761786089e-88,0.24569777672653,0.416,0.352,6.30197792714903e-84
"BTBD9",2.63194152873071e-88,0.209083028652376,0.483,0.419,7.59025617470648e-84
"GALNTL6",4.6780742675777e-88,0.239022570101821,0.501,0.432,1.34910983802673e-83
"AFF3",4.78485443493554e-88,0.205537131049603,0.519,0.454,1.37990417049106e-83
"PRRT1",7.22085243575964e-88,-0.6439100730979,0.105,0.151,2.08242163394872e-83
"CELF2",7.43396103616932e-88,0.167903336537922,0.781,0.722,2.14388002322087e-83
"DNAJB2",7.62043329811593e-88,-0.561261770516929,0.238,0.296,2.19765675884365e-83
"CTC-459F4.5",1.45836906193384e-87,0.898785833755698,0.104,0.065,4.205790537711e-83
"SETBP1",2.0834980936879e-87,0.238380839238947,0.467,0.402,6.00860015238654e-83
"TNR",2.09279495576963e-87,0.135571860096797,0.396,0.333,6.03541137294403e-83
"NAT8L",4.65234274208999e-87,-0.439648875323739,0.329,0.389,1.34168912339133e-82
"GULP1",6.01666378280166e-87,0.349227661106225,0.263,0.204,1.73514566832217e-82
"SMCR5",8.9365346467281e-87,0.542487101433528,0.144,0.099,2.57720722676992e-82
"GOLGA8B",9.06844269850341e-87,0.307519481526738,0.387,0.328,2.6152481898214e-82
"CDH9",9.07320076884664e-87,0.247574728263349,0.416,0.348,2.61662036972768e-82
"AKT3",1.15873854407037e-86,0.162537731963075,0.68,0.616,3.34168608724455e-82
"CSTB",1.64910971792054e-86,-0.517195490168462,0.11,0.158,4.75586751551106e-82
"HIVEP3",2.20468029606382e-86,0.254330934934242,0.396,0.333,6.35807750581846e-82
"TSC22D4",2.24756193284546e-86,-1.06099888883439,0.042,0.074,6.48174385813303e-82
"STMN4",2.66790631342977e-86,-0.526604063945052,0.178,0.233,7.69397501730013e-82
"DOCK3",2.92635055722298e-86,0.14586522536077,0.71,0.644,8.43930237197536e-82
"FMN1",3.5932287571325e-86,0.259993900864893,0.471,0.41,1.03625124126944e-81
"RFX3",3.77761375708941e-86,0.263960022361276,0.474,0.416,1.08942603140701e-81
"MT3",4.74248120371206e-86,-0.792753327113262,0.123,0.171,1.36768415433852e-81
"ATP6V1F",4.89893704655225e-86,-0.381800720017658,0.188,0.245,1.4128044548552e-81
"FMN2",5.34128488072013e-86,0.145639352325636,0.588,0.523,1.54037314675088e-81
"RPL34",5.48352717442317e-86,0.349824611077447,0.391,0.331,1.5813944018319e-81
"ZDHHC11B",9.13104771475924e-86,0.400672381695962,0.205,0.153,2.63330285045942e-81
"MEF2C",1.69997116919523e-85,0.173677445993647,0.771,0.696,4.90254685484212e-81
