taskId,smiles,MW,Vol,Dense,nHA,nHD,TPSA,nRot,nRing,MaxRing,nHet,fChar,nRig,Flex,nStereo,gasa,QED,Synth,Fsp3,MCE-18,Natural Product-likeness,Alarm_NMR,BMS,Chelating,PAINS,Lipinski,Pfizer,GSK,GoldenTriangle,logS,logD,logP,mp,bp,pka_acidic,pka_basic,caco2,MDCK,VDss,Fu,PPB,cl-int,t0.5,cl-plasma,BCF,IGC50,LC50FM,LC50DM,f20,f30,f50,hia,MRP1,OATP1B1,OATP1B3,pgp_inh,pgp_sub,BCRP,BSEP,BBB,PAMPA,CYP1A2-inh,CYP1A2-sub,CYP2C19-inh,CYP2C19-sub,CYP2C9-inh,CYP2C9-sub,CYP2D6-inh,CYP2D6-sub,CYP3A4-inh,CYP3A4-sub,CYP2B6-inh,CYP2B6-sub,CYP2C8-inh,LM-mouse,LM-rat,LM-human,A549,Ames,Carcinogenicity,DILI,EC,EI,FDAMDD,Genotoxicity,H-HT,HEK293,Hematotoxicity,hERG-10um,hERG,Nephrotoxicity-DI,Neurotoxicity-DI,Ototoxicity,Respiratory,ROA,RPMI-8226,SkinSen,NR-AR,NR-AR-LBD,NR-AhR,NR-Aromatase,NR-ER,NR-ER-LBD,NR-PPAR-gamma,SR-ARE,SR-ATAD5,SR-HSE,SR-MMP,SR-p53,NonBiodegradable,NonGenotoxic_Carcinogenicity,SureChEMBL,LD50_oral,Skin_Sensitization,Acute_Aquatic_Toxicity,FAF-Drugs4 Rule,Genotoxic_Carcinogenicity_Mutagenicity,Aggregators,Fluc,Blue_fluorescence,Green_fluorescence,Reactive,Other_assay_interference,Promiscuous
e426368b8563e22532e1afeed3b7b237,Oc1cccc(C[C@H](O)Cc2c(O)cc(O)cc2O)c1,276.1,279.01570048111967,0.9895500487030229,5,5,101.15,4,2,6,5,0,12,0.3333333333333333,1,0,0.584,2,0.2,26.0,1.12,"[(0, 1, 2, 3, 4, 5, 19)]",['-'],['-'],['-'],0,0,0,0,-2.4328426289683005,1.894184973630221,1.5578449986367193,159.84417914107465,312.753573384808,6.722199705102481,6.242362949257397,-5.454634235169711,1.5433219882585744e-05,0.8600470823889126,22.737888942050525,80.08991539130297,,1.4412648276643338,11.727579972713903,0.7590422060014026,2.694356682202824,3.3348591965657683,4.078592730011596,0.1285163164138794,0.5716862082481384,0.9526588022708893,0.00037920475006103516,0.27187228202819824,0.551596462726593,0.9778763651847839,0.0004222487623337656,0.04835480451583862,0.032763224095106125,0.0743877962231636,0.012373553588986397,0.6607946753501892,0.23792652785778046,0.023967117071151733,0.14727722108364105,0.005321518052369356,0.1388121396303177,0.6156511902809143,0.00829671323299408,0.9872167706489563,0.458726167678833,0.3658386170864105,0.7911792993545532,1.3453002267738157e-08,0.9401325583457947,,,0.8887282013893127,0.8302100300788879,0.5827535390853882,0.038394808769226074,0.0680643692612648,0.1612684428691864,0.9974275231361389,0.9810060262680054,0.989281415939331,0.9280573129653931,0.7695173621177673,0.016624892130494118,0.5897632837295532,0.24290382862091064,0.42140230536460876,0.7750900983810425,0.3580193817615509,0.9885923266410828,0.8330826163291931,0.12031842023134232,0.9273838400840759,0.002070337999612093,0.003975123632699251,0.03014942817389965,0.19473817944526672,0.09660760313272476,0.003293979447335005,0.6785461902618408,0.2774249017238617,0.006254030857235193,0.0008494257344864309,0.9614168405532837,0.040390778332948685,"[(11,)]",['-'],['-'],['-'],"[(12, 11, 10, 17, 18, 16, 14, 13), (11,), (10, 11, 12, 13, 14, 15, 16, 17)]","[(8, 7, 6), (5, 6)]","[(0, 1, 2, 3, 4, 5, 19)]",['-'],0.53,0.107,0.099,0.013,0.668,0.538,0.398
