Molecule,Canonical SMILES,Formula,MW,#Heavy atoms,#Aromatic heavy atoms,Fraction Csp3,#Rotatable bonds,#H-bond acceptors,#H-bond donors,MR,TPSA,iLOGP,XLOGP3,WLOGP,MLOGP,Silicos-IT Log P,Consensus Log P,ESOL Log S,ESOL Solubility (mg/ml),ESOL Solubility (mol/l),ESOL Class,Ali Log S,Ali Solubility (mg/ml),Ali Solubility (mol/l),Ali Class,Silicos-IT LogSw,Silicos-IT Solubility (mg/ml),Silicos-IT Solubility (mol/l),Silicos-IT class,GI absorption,BBB permeant,Pgp substrate,CYP1A2 inhibitor,CYP2C19 inhibitor,CYP2C9 inhibitor,CYP2D6 inhibitor,CYP3A4 inhibitor,log Kp (cm/s),Lipinski #violations,Ghose #violations,Veber #violations,Egan #violations,Muegge #violations,Bioavailability Score,PAINS #alerts,Brenk #alerts,Leadlikeness #violations,Synthetic Accessibility
10394,OC(=O)CCc1ccc(cc1)O,C9H10O3,166.17,12,6,0.22,3,3,2,44.82,57.53,0.32,1.16,1.41,1.37,1.40,1.13,-1.77,2.80e+00,1.69e-02,Very soluble,-1.96,1.81e+00,1.09e-02,Very soluble,-2.00,1.67e+00,1.01e-02,Soluble,High,Yes,No,No,No,No,No,No,-6.49,0,0,0,0,1,0.85,0,0,1,1.00
