Molecule,Canonical SMILES,Formula,MW,#Heavy atoms,#Aromatic heavy atoms,Fraction Csp3,#Rotatable bonds,#H-bond acceptors,#H-bond donors,MR,TPSA,iLOGP,XLOGP3,WLOGP,MLOGP,Silicos-IT Log P,Consensus Log P,ESOL Log S,ESOL Solubility (mg/ml),ESOL Solubility (mol/l),ESOL Class,Ali Log S,Ali Solubility (mg/ml),Ali Solubility (mol/l),Ali Class,Silicos-IT LogSw,Silicos-IT Solubility (mg/ml),Silicos-IT Solubility (mol/l),Silicos-IT class,GI absorption,BBB permeant,Pgp substrate,CYP1A2 inhibitor,CYP2C19 inhibitor,CYP2C9 inhibitor,CYP2D6 inhibitor,CYP3A4 inhibitor,log Kp (cm/s),Lipinski #violations,Ghose #violations,Veber #violations,Egan #violations,Muegge #violations,Bioavailability Score,PAINS #alerts,Brenk #alerts,Leadlikeness #violations,Synthetic Accessibility
348154,OC(=O)CCc1ccc(c(c1)O)O,C9H10O4,182.17,13,6,0.22,3,4,3,46.84,77.76,0.91,-0.54,1.11,0.79,0.93,0.64,-0.77,3.07e+01,1.69e-01,Very soluble,-0.62,4.33e+01,2.38e-01,Very soluble,-1.43,6.77e+00,3.72e-02,Soluble,High,No,No,No,No,No,No,No,-7.79,0,0,0,0,1,0.56,1,1,1,1.20
