 Rank 	 ChEMBL ID 	 Common name 
 1 	 CHEMBL3105	 Poly [ADP-ribose] polymerase-1 
 2 	 CHEMBL312	 Arachidonate 5-lipoxygenase 
 3 	 CHEMBL215	 Arachidonate 5-lipoxygenase 
 4 	 CHEMBL261	 Carbonic anhydrase I 
 5 	 CHEMBL4685	 Indoleamine 2,3-dioxygenase 
 6 	 CHEMBL251	 Adenosine A2a receptor 
 7 	 CHEMBL3242	 Carbonic anhydrase XII 
 8 	 CHEMBL3594	 Carbonic anhydrase IX 
 9 	 CHEMBL205	 Carbonic anhydrase II 
 10 	 CHEMBL1991	 Inhibitor of nuclear factor kappa B kinase beta subunit 
 11 	 CHEMBL264	 Histamine H3 receptor 
 12 	 CHEMBL3510	 Carbonic anhydrase XIV 
 13 	 CHEMBL2903	 Arachidonate 15-lipoxygenase 
 14 	 CHEMBL5979	 Alkaline phosphatase, tissue-nonspecific isozyme 
 15 	 CHEMBL4203	 Dual specificity protein kinase CLK4 
 16 	 CHEMBL3759	 Histamine H4 receptor 
 17 	 CHEMBL2326	 Carbonic anhydrase VII 
 18 	 CHEMBL1929	 Xanthine dehydrogenase 
 19 	 CHEMBL5485	 D-amino-acid oxidase 
 20 	 CHEMBL255	 Adenosine A2b receptor 
