 Rank 	 ChEMBL ID 	 Common name 
 1 	 CHEMBL1907	 Aminopeptidase N 
 2 	 CHEMBL3439	 Aminopeptidase A 
 3 	 CHEMBL2753	 GABA-B receptor 1 
 4 	 CHEMBL3419	 Carboxypeptidase B2 isoform A 
 5 	 CHEMBL205	 Carbonic anhydrase II 
 6 	 CHEMBL261	 Carbonic anhydrase I 
 7 	 CHEMBL3242	 Carbonic anhydrase XII 
 8 	 CHEMBL3594	 Carbonic anhydrase IX 
 9 	 CHEMBL1892	 Glutamate carboxypeptidase II 
 10 	 CHEMBL1903	 GABA transporter 1 
 11 	 CHEMBL296	 GABA receptor gamma-1 subunit 
 12 	 CHEMBL341	 GABA receptor alpha-2 subunit 
 13 	 CHEMBL3561	 GABA receptor rho-1 subunit 
 14 	 CHEMBL4054	 GABA transporter 1 
 15 	 CHEMBL273	 Serotonin 1a (5-HT1a) receptor 
 16 	 CHEMBL3511	 Ornithine decarboxylase 
 17 	 CHEMBL1808	 Angiotensin-converting enzyme 
 18 	 CHEMBL3965	 Leucine aminopeptidase 
 19 	 CHEMBL2163175	 Gamma-butyrobetaine dioxygenase 
 20 	 CHEMBL3238	 Carnitine palmitoyltransferase 2 
