 Rank 	 ChEMBL ID 	 Common name 
 1 	 CHEMBL5697	 Egl nine homolog 1 
 2 	 CHEMBL4229	 Hydroxyacid oxidase 1 
 3 	 CHEMBL330	 Glutamate (NMDA) receptor subunit zeta 1 
 4 	 CHEMBL1641347	 Solute carrier family 22 member 6 
 5 	 CHEMBL4736	 DNA excision repair protein ERCC-5 
 6 	 CHEMBL5027	 Flap endonuclease 1 
 7 	 CHEMBL1938209	 Lysine-specific demethylase 3A 
 8 	 CHEMBL2163176	 Lysine-specific demethylase 5C 
 9 	 CHEMBL3028	 Hypoxia-inducible factor prolyl hydroxylase 1 
 10 	 CHEMBL2131	 Indolethylamine N-methyltransferase 
 11 	 CHEMBL1829	 Histone deacetylase 3 
 12 	 CHEMBL1938210	 Lysine-specific demethylase 2A 
 13 	 CHEMBL205	 Carbonic anhydrase II 
 14 	 CHEMBL261	 Carbonic anhydrase I 
 15 	 CHEMBL3242	 Carbonic anhydrase XII 
 16 	 CHEMBL3594	 Carbonic anhydrase IX 
 17 	 CHEMBL5705	 Egl nine homolog 3 
 18 	 CHEMBL5098	 Glutamate carboxypeptidase II 
 19 	 CHEMBL1293226	 Lysine-specific demethylase 4D-like 
 20 	 CHEMBL1903	 GABA transporter 1 
