 Rank 	 ChEMBL ID 	 Common name 
 1 	 CHEMBL4567	 Phosphodiesterase 5A 
 2 	 CHEMBL402	 HMG-CoA reductase 
 3 	 CHEMBL3247	 HMG-CoA reductase 
 4 	 CHEMBL4132	 Voltage-gated L-type calcium channel alpha-1D subunit 
 5 	 CHEMBL4360	 Monocarboxylate transporter 1 
 6 	 CHEMBL1697668	 Solute carrier organic anion transporter family member 1B1 
 7 	 CHEMBL1743121	 Solute carrier organic anion transporter family member 1B3 
 8 	 CHEMBL3401	 Pregnane X receptor 
 9 	 CHEMBL2061	 Retinoid X receptor alpha 
 10 	 CHEMBL240	 HERG 
 11 	 CHEMBL259	 Melanocortin receptor 4 
 12 	 CHEMBL4608	 Melanocortin receptor 5 
 13 	 CHEMBL4644	 Melanocortin receptor 3 
 14 	 CHEMBL4306	 Voltage-gated potassium channel subunit Kv1.5 
 15 	 CHEMBL3572	 Cholesteryl ester transfer protein 
 16 	 CHEMBL1795176	 N-lysine methyltransferase SETD8 
 17 	 CHEMBL1914	 Butyrylcholinesterase 
 18 	 CHEMBL220	 Acetylcholinesterase 
 19 	 CHEMBL1902	 FK506-binding protein 1A 
 20 	 CHEMBL3397	 Cytochrome P450 2C9 
