 Rank 	 ChEMBL ID 	 Common name 
 1 	 CHEMBL2724	 Estrogen receptor alpha 
 2 	 CHEMBL242	 Estrogen receptor beta 
 3 	 CHEMBL206	 Estrogen receptor alpha 
 4 	 CHEMBL2903	 Arachidonate 15-lipoxygenase 
 5 	 CHEMBL1978	 Cytochrome P450 19A1 
 6 	 CHEMBL339	 Dopamine D2 receptor 
 7 	 CHEMBL273	 Serotonin 1a (5-HT1a) receptor 
 8 	 CHEMBL3181	 Estradiol 17-beta-dehydrogenase 1 
 9 	 CHEMBL217	 Dopamine D2 receptor 
 10 	 CHEMBL3687	 Arachidonate 12-lipoxygenase 
 11 	 CHEMBL4980	 Neuronal acetylcholine receptor protein alpha-7 subunit 
 12 	 CHEMBL265	 Dopamine D1 receptor 
 13 	 CHEMBL2722	 Cytochrome P450 11B2 
 14 	 CHEMBL3199	 Acetylcholinesterase 
 15 	 CHEMBL1908	 Cytochrome P450 11B1 
 16 	 CHEMBL2056	 Dopamine D1 receptor 
 17 	 CHEMBL2326	 Carbonic anhydrase VII 
 18 	 CHEMBL3356	 Cytochrome P450 1A2 
 19 	 CHEMBL2039	 Monoamine oxidase B 
 20 	 CHEMBL2789	 Estradiol 17-beta-dehydrogenase 2 
