 Rank 	 ChEMBL ID 	 Common name 
 1 	 CHEMBL3114	 Sucrase-isomaltase 
 2 	 CHEMBL3513	 Acidic alpha-glucosidase 
 3 	 CHEMBL2074	 Maltase-glucoamylase 
 4 	 CHEMBL332	 Matrix metalloproteinase-1 
 5 	 CHEMBL3706	 ADAM17 
 6 	 CHEMBL280	 Matrix metalloproteinase 13 
 7 	 CHEMBL333	 Matrix metalloproteinase-2 
 8 	 CHEMBL4073	 Matrix metalloproteinase 7 
 9 	 CHEMBL4588	 Matrix metalloproteinase 8 
 10 	 CHEMBL3046	 Sialidase 3 
 11 	 CHEMBL4176	 Alpha-L-fucosidase I 
 12 	 CHEMBL3922	 Methionine aminopeptidase 2 
 13 	 CHEMBL2748	 Sucrase-isomaltase 
 14 	 CHEMBL3252	 Beta-1 adrenergic receptor 
 15 	 CHEMBL283	 Matrix metalloproteinase 3 
 16 	 CHEMBL1944	 Neprilysin 
 17 	 CHEMBL321	 Matrix metalloproteinase 9 
 18 	 CHEMBL4393	 Matrix metalloproteinase 12 
 19 	 CHEMBL284	 Dipeptidyl peptidase IV 
 20 	 CHEMBL5098	 Glutamate carboxypeptidase II 
