 Rank 	 ChEMBL ID 	 Common name 
 1 	 CHEMBL220	 Acetylcholinesterase 
 2 	 CHEMBL1929	 Xanthine dehydrogenase 
 3 	 CHEMBL3106	 Thymidine phosphorylase 
 4 	 CHEMBL5485	 D-amino-acid oxidase 
 5 	 CHEMBL2395	 Purine-nucleoside phosphorylase 
 6 	 CHEMBL4338	 Purine nucleoside phosphorylase 
 7 	 CHEMBL318	 Adenosine A1 receptor 
 8 	 CHEMBL1075246	 Xanthine dehydrogenase/oxidase 
 9 	 CHEMBL221	 Cyclooxygenase-1 
 10 	 CHEMBL3385	 MAP kinase ERK1 
 11 	 CHEMBL3116	 Cyclin-dependent kinase 9 
 12 	 CHEMBL4036	 Cyclin-dependent kinase 5 
 13 	 CHEMBL4203	 Dual specificity protein kinase CLK4 
 14 	 CHEMBL5543	 Dual specificity tyrosine-phosphorylation-regulated kinase 1B 
 15 	 CHEMBL1075104	 Leucine-rich repeat serine/threonine-protein kinase 2 
 16 	 CHEMBL2007	 Platelet-derived growth factor receptor alpha 
 17 	 CHEMBL2185	 Serine/threonine-protein kinase Aurora-B 
 18 	 CHEMBL2292	 Dual-specificity tyrosine-phosphorylation regulated kinase 1A 
 19 	 CHEMBL2793	 Casein kinase I alpha 
 20 	 CHEMBL5627	 Leukocyte tyrosine kinase receptor 
