 Rank 	 ChEMBL ID 	 Common name 
 1 	 CHEMBL235	 Peroxisome proliferator-activated receptor gamma 
 2 	 CHEMBL239	 Peroxisome proliferator-activated receptor alpha 
 3 	 CHEMBL3979	 Peroxisome proliferator-activated receptor delta 
 4 	 CHEMBL2083	 Fatty acid binding protein adipocyte 
 5 	 CHEMBL2243	 Anandamide amidohydrolase 
 6 	 CHEMBL2916	 Telomerase reverse transcriptase 
 7 	 CHEMBL3674	 Fatty acid binding protein epidermal 
 8 	 CHEMBL5738	 Fatty acid-binding protein, liver 
 9 	 CHEMBL3250	 Lysophosphatidic acid receptor Edg-7 
 10 	 CHEMBL3724	 Lysophosphatidic acid receptor Edg-4 
 11 	 CHEMBL5555	 Acyl-CoA desaturase 
 12 	 CHEMBL3344	 Fatty acid binding protein muscle 
 13 	 CHEMBL4163	 Toll-like receptor 2 
 14 	 CHEMBL4422	 Free fatty acid receptor 1 
 15 	 CHEMBL5339	 G-protein coupled receptor 120 
 16 	 CHEMBL4794	 Vanilloid receptor 
 17 	 CHEMBL402	 HMG-CoA reductase 
 18 	 CHEMBL3819	 Lysophosphatidic acid receptor Edg-2 
 19 	 CHEMBL4361	 Induced myeloid leukemia cell differentiation protein Mcl-1 
 20 	 CHEMBL5511	 Dual specificity protein phosphatase 6 
