 Rank 	 ChEMBL ID 	 Common name 
 1 	 CHEMBL2083	 Fatty acid binding protein adipocyte 
 2 	 CHEMBL235	 Peroxisome proliferator-activated receptor gamma 
 3 	 CHEMBL239	 Peroxisome proliferator-activated receptor alpha 
 4 	 CHEMBL3344	 Fatty acid binding protein muscle 
 5 	 CHEMBL4422	 Free fatty acid receptor 1 
 6 	 CHEMBL5339	 G-protein coupled receptor 120 
 7 	 CHEMBL221	 Cyclooxygenase-1 
 8 	 CHEMBL3401	 Pregnane X receptor 
 9 	 CHEMBL2243	 Anandamide amidohydrolase 
 10 	 CHEMBL2916	 Telomerase reverse transcriptase 
 11 	 CHEMBL3674	 Fatty acid binding protein epidermal 
 12 	 CHEMBL3979	 Peroxisome proliferator-activated receptor delta 
 13 	 CHEMBL5738	 Fatty acid-binding protein, liver 
 14 	 CHEMBL402	 HMG-CoA reductase 
 15 	 CHEMBL3571	 Cannabinoid CB1 receptor 
 16 	 CHEMBL5555	 Acyl-CoA desaturase 
 17 	 CHEMBL3250	 Lysophosphatidic acid receptor Edg-7 
 18 	 CHEMBL3724	 Lysophosphatidic acid receptor Edg-4 
 19 	 CHEMBL3819	 Lysophosphatidic acid receptor Edg-2 
 20 	 CHEMBL4361	 Induced myeloid leukemia cell differentiation protein Mcl-1 
