 Rank 	 ChEMBL ID 	 Common name 
 1 	 CHEMBL205	 Carbonic anhydrase II 
 2 	 CHEMBL2326	 Carbonic anhydrase VII 
 3 	 CHEMBL261	 Carbonic anhydrase I 
 4 	 CHEMBL2885	 Carbonic anhydrase III 
 5 	 CHEMBL3025	 Carbonic anhydrase VI 
 6 	 CHEMBL3242	 Carbonic anhydrase XII 
 7 	 CHEMBL3510	 Carbonic anhydrase XIV 
 8 	 CHEMBL3594	 Carbonic anhydrase IX 
 9 	 CHEMBL3729	 Carbonic anhydrase IV 
 10 	 CHEMBL3969	 Carbonic anhydrase VB 
 11 	 CHEMBL4789	 Carbonic anhydrase VA 
 12 	 CHEMBL1856	 Steroid 5-alpha-reductase 2 
 13 	 CHEMBL3199	 Acetylcholinesterase 
 14 	 CHEMBL5485	 D-amino-acid oxidase 
 15 	 CHEMBL4681	 Aldo-keto-reductase family 1 member C3 
 16 	 CHEMBL5847	 Aldo-keto reductase family 1 member C2 
 17 	 CHEMBL2265	 Acyl coenzyme A:cholesterol acyltransferase 
 18 	 CHEMBL3180	 Carboxylesterase 2 
 19 	 CHEMBL4361	 Induced myeloid leukemia cell differentiation protein Mcl-1 
 20 	 CHEMBL3181	 Estradiol 17-beta-dehydrogenase 1 
