 Rank 	 ChEMBL ID 	 Common name 
 1 	 CHEMBL3687	 Arachidonate 12-lipoxygenase 
 2 	 CHEMBL1978	 Cytochrome P450 19A1 
 3 	 CHEMBL2326	 Carbonic anhydrase VII 
 4 	 CHEMBL3004	 Multidrug resistance-associated protein 1 
 5 	 CHEMBL3181	 Estradiol 17-beta-dehydrogenase 1 
 6 	 CHEMBL3242	 Carbonic anhydrase XII 
 7 	 CHEMBL3305	 Testis-specific androgen-binding protein 
 8 	 CHEMBL3729	 Carbonic anhydrase IV 
 9 	 CHEMBL4878	 Cytochrome P450 1B1 
 10 	 CHEMBL5586	 Carbonyl reductase [NADPH] 1 
 11 	 CHEMBL301	 Cyclin-dependent kinase 2 
 12 	 CHEMBL3596075	 Beta-galactoside alpha-2,6-sialyltransferase 1 
 13 	 CHEMBL221	 Cyclooxygenase-1 
 14 	 CHEMBL2039	 Monoamine oxidase B 
 15 	 CHEMBL206	 Estrogen receptor alpha 
 16 	 CHEMBL242	 Estrogen receptor beta 
 17 	 CHEMBL258	 Tyrosine-protein kinase LCK 
 18 	 CHEMBL1250375	 NADPH oxidase 4 
 19 	 CHEMBL1871	 Androgen Receptor 
 20 	 CHEMBL1929	 Xanthine dehydrogenase 
