 Rank 	 ChEMBL ID 	 Common name 
 1 	 CHEMBL215	 Arachidonate 5-lipoxygenase 
 2 	 CHEMBL205	 Carbonic anhydrase II 
 3 	 CHEMBL261	 Carbonic anhydrase I 
 4 	 CHEMBL312	 Arachidonate 5-lipoxygenase 
 5 	 CHEMBL4791	 Endothelin-converting enzyme 1 
 6 	 CHEMBL1951	 Monoamine oxidase A 
 7 	 CHEMBL2039	 Monoamine oxidase B 
 8 	 CHEMBL2265	 Acyl coenzyme A:cholesterol acyltransferase 
 9 	 CHEMBL3180	 Carboxylesterase 2 
 10 	 CHEMBL284	 Dipeptidyl peptidase IV 
 11 	 CHEMBL1882	 Neuronal acetylcholine receptor protein alpha-4 subunit 
 12 	 CHEMBL3068	 Neuronal acetylcholine receptor subunit alpha-3 
 13 	 CHEMBL3568	 Nitric-oxide synthase, brain 
 14 	 CHEMBL332	 Matrix metalloproteinase-1 
 15 	 CHEMBL5413	 Metastin receptor 
 16 	 CHEMBL4581	 Kinesin-like protein 1 
 17 	 CHEMBL283	 Matrix metalloproteinase 3 
 18 	 CHEMBL321	 Matrix metalloproteinase 9 
 19 	 CHEMBL3706	 ADAM17 
 20 	 CHEMBL213	 Beta-1 adrenergic receptor 
