 Rank 	 ChEMBL ID 	 Common name 
 1 	 CHEMBL1892	 Glutamate carboxypeptidase II 
 2 	 CHEMBL261	 Carbonic anhydrase I 
 3 	 CHEMBL3594	 Carbonic anhydrase IX 
 4 	 CHEMBL1829	 Histone deacetylase 3 
 5 	 CHEMBL1641347	 Solute carrier family 22 member 6 
 6 	 CHEMBL1641348	 Solute carrier family 22 member 8 
 7 	 CHEMBL2265	 Acyl coenzyme A:cholesterol acyltransferase 
 8 	 CHEMBL3180	 Carboxylesterase 2 
 9 	 CHEMBL3785	 Hydroxycarboxylic acid receptor 2 
 10 	 CHEMBL2163175	 Gamma-butyrobetaine dioxygenase 
 11 	 CHEMBL1903	 GABA transporter 1 
 12 	 CHEMBL296	 GABA receptor gamma-1 subunit 
 13 	 CHEMBL341	 GABA receptor alpha-2 subunit 
 14 	 CHEMBL3561	 GABA receptor rho-1 subunit 
 15 	 CHEMBL4054	 GABA transporter 1 
 16 	 CHEMBL4361	 Induced myeloid leukemia cell differentiation protein Mcl-1 
 17 	 CHEMBL6007	 Transient receptor potential cation channel subfamily A member 1 
 18 	 CHEMBL2753	 GABA-B receptor 1 
 19 	 CHEMBL1865	 Histone deacetylase 6 
 20 	 CHEMBL1937	 Histone deacetylase 2 
