 Rank 	 ChEMBL ID 	 Common name 
 1 	 CHEMBL2083	 Fatty acid binding protein adipocyte 
 2 	 CHEMBL2243	 Anandamide amidohydrolase 
 3 	 CHEMBL235	 Peroxisome proliferator-activated receptor gamma 
 4 	 CHEMBL239	 Peroxisome proliferator-activated receptor alpha 
 5 	 CHEMBL2916	 Telomerase reverse transcriptase 
 6 	 CHEMBL3674	 Fatty acid binding protein epidermal 
 7 	 CHEMBL3979	 Peroxisome proliferator-activated receptor delta 
 8 	 CHEMBL5738	 Fatty acid-binding protein, liver 
 9 	 CHEMBL5555	 Acyl-CoA desaturase 
 10 	 CHEMBL3344	 Fatty acid binding protein muscle 
 11 	 CHEMBL4422	 Free fatty acid receptor 1 
 12 	 CHEMBL5339	 G-protein coupled receptor 120 
 13 	 CHEMBL4794	 Vanilloid receptor 
 14 	 CHEMBL402	 HMG-CoA reductase 
 15 	 CHEMBL3250	 Lysophosphatidic acid receptor Edg-7 
 16 	 CHEMBL3724	 Lysophosphatidic acid receptor Edg-4 
 17 	 CHEMBL3819	 Lysophosphatidic acid receptor Edg-2 
 18 	 CHEMBL4361	 Induced myeloid leukemia cell differentiation protein Mcl-1 
 19 	 CHEMBL5511	 Dual specificity protein phosphatase 6 
 20 	 CHEMBL4163	 Toll-like receptor 2 
