 Rank 	 ChEMBL ID 	 Common name 
 1 	 CHEMBL206	 Estrogen receptor alpha 
 2 	 CHEMBL242	 Estrogen receptor beta 
 3 	 CHEMBL3959	 Quinone reductase 2 
 4 	 CHEMBL4361	 Induced myeloid leukemia cell differentiation protein Mcl-1 
 5 	 CHEMBL312	 Arachidonate 5-lipoxygenase 
 6 	 CHEMBL2622	 Aldose reductase 
 7 	 CHEMBL2492	 Neuronal acetylcholine receptor protein alpha-7 subunit 
 8 	 CHEMBL3194	 Transthyretin 
 9 	 CHEMBL1741213	 Sentrin-specific protease 7 
 10 	 CHEMBL1741215	 Sentrin-specific protease 6 
 11 	 CHEMBL2736	 Metabotropic glutamate receptor 4 
 12 	 CHEMBL2787	 Metabotropic glutamate receptor 4 
 13 	 CHEMBL321	 Matrix metalloproteinase 9 
 14 	 CHEMBL332	 Matrix metalloproteinase-1 
 15 	 CHEMBL333	 Matrix metalloproteinase-2 
 16 	 CHEMBL1163101	 Serine/threonine-protein kinase/endoribonuclease IRE1 
 17 	 CHEMBL221	 Cyclooxygenase-1 
 18 	 CHEMBL230	 Cyclooxygenase-2 
 19 	 CHEMBL1900	 Aldose reductase 
 20 	 CHEMBL4681	 Aldo-keto-reductase family 1 member C3 
