 Rank 	 ChEMBL ID 	 Common name 
 1 	 CHEMBL2539	 Deoxyhypusine synthase 
 2 	 CHEMBL3048	 Nitric-oxide synthase, brain 
 3 	 CHEMBL3568	 Nitric-oxide synthase, brain 
 4 	 CHEMBL2326	 Carbonic anhydrase VII 
 5 	 CHEMBL2885	 Carbonic anhydrase III 
 6 	 CHEMBL3025	 Carbonic anhydrase VI 
 7 	 CHEMBL3242	 Carbonic anhydrase XII 
 8 	 CHEMBL3510	 Carbonic anhydrase XIV 
 9 	 CHEMBL3594	 Carbonic anhydrase IX 
 10 	 CHEMBL3729	 Carbonic anhydrase IV 
 11 	 CHEMBL3969	 Carbonic anhydrase VB 
 12 	 CHEMBL4789	 Carbonic anhydrase VA 
 13 	 CHEMBL3976	 Dipeptidyl peptidase II 
 14 	 CHEMBL1951	 Monoamine oxidase A 
 15 	 CHEMBL269	 Delta opioid receptor 
 16 	 CHEMBL270	 Mu opioid receptor 
 17 	 CHEMBL244	 Coagulation factor X 
 18 	 CHEMBL283	 Matrix metalloproteinase 3 
 19 	 CHEMBL333	 Matrix metalloproteinase-2 
 20 	 CHEMBL4958	 Dynamin-1 
