 Rank 	 ChEMBL ID 	 Common name 
 1 	 CHEMBL2724	 Estrogen receptor alpha 
 2 	 CHEMBL2903	 Arachidonate 15-lipoxygenase 
 3 	 CHEMBL221	 Cyclooxygenase-1 
 4 	 CHEMBL205	 Carbonic anhydrase II 
 5 	 CHEMBL2326	 Carbonic anhydrase VII 
 6 	 CHEMBL261	 Carbonic anhydrase I 
 7 	 CHEMBL2885	 Carbonic anhydrase III 
 8 	 CHEMBL3025	 Carbonic anhydrase VI 
 9 	 CHEMBL3242	 Carbonic anhydrase XII 
 10 	 CHEMBL3594	 Carbonic anhydrase IX 
 11 	 CHEMBL3729	 Carbonic anhydrase IV 
 12 	 CHEMBL3969	 Carbonic anhydrase VB 
 13 	 CHEMBL4789	 Carbonic anhydrase VA 
 14 	 CHEMBL5979	 Alkaline phosphatase, tissue-nonspecific isozyme 
 15 	 CHEMBL3687	 Arachidonate 12-lipoxygenase 
 16 	 CHEMBL1978	 Cytochrome P450 19A1 
 17 	 CHEMBL3004	 Multidrug resistance-associated protein 1 
 18 	 CHEMBL3181	 Estradiol 17-beta-dehydrogenase 1 
 19 	 CHEMBL3305	 Testis-specific androgen-binding protein 
 20 	 CHEMBL4878	 Cytochrome P450 1B1 
