 Rank 	 ChEMBL ID 	 Common name 
 1 	 CHEMBL2179	 Beta-glucocerebrosidase 
 2 	 CHEMBL3114	 Sucrase-isomaltase 
 3 	 CHEMBL4176	 Alpha-L-fucosidase I 
 4 	 CHEMBL2608	 Lysosomal alpha-glucosidase 
 5 	 CHEMBL2710	 Alpha-L-fucosidase I 
 6 	 CHEMBL2308	 Endoplasmic reticulum mannosyl-oligosaccharide 1,2-alpha-mannosidase 
 7 	 CHEMBL2568	 Liver glycogen phosphorylase 
 8 	 CHEMBL3513	 Acidic alpha-glucosidase 
 9 	 CHEMBL2063	 Ceramide glucosyltransferase 
 10 	 CHEMBL2074	 Maltase-glucoamylase 
 11 	 CHEMBL2748	 Sucrase-isomaltase 
 12 	 CHEMBL3880	 Heat shock protein HSP 90-alpha 
 13 	 CHEMBL5921	 Bifunctional protein NCOAT 
 14 	 CHEMBL330	 Glutamate (NMDA) receptor subunit zeta 1 
 15 	 CHEMBL3761	 Beta-glucosidase 
 16 	 CHEMBL273	 Serotonin 1a (5-HT1a) receptor 
 17 	 CHEMBL1900	 Aldose reductase 
 18 	 CHEMBL401	 Glutamate [NMDA] receptor subunit epsilon 3 
 19 	 CHEMBL3511	 Ornithine decarboxylase 
 20 	 CHEMBL1841	 Tyrosine-protein kinase FYN 
