 Rank 	 ChEMBL ID 	 Common name 
 1 	 CHEMBL205	 Carbonic anhydrase II 
 2 	 CHEMBL261	 Carbonic anhydrase I 
 3 	 CHEMBL3594	 Carbonic anhydrase IX 
 4 	 CHEMBL235	 Peroxisome proliferator-activated receptor gamma 
 5 	 CHEMBL230	 Cyclooxygenase-2 
 6 	 CHEMBL220	 Acetylcholinesterase 
 7 	 CHEMBL1777665	 Solute carrier family 22 member 6 
 8 	 CHEMBL2326	 Carbonic anhydrase VII 
 9 	 CHEMBL2885	 Carbonic anhydrase III 
 10 	 CHEMBL3025	 Carbonic anhydrase VI 
 11 	 CHEMBL3242	 Carbonic anhydrase XII 
 12 	 CHEMBL3969	 Carbonic anhydrase VB 
 13 	 CHEMBL4789	 Carbonic anhydrase VA 
 14 	 CHEMBL5804	 Toll-like receptor 9 
 15 	 CHEMBL4430	 Cytochrome P450 17A1 
 16 	 CHEMBL204	 Thrombin 
 17 	 CHEMBL1795168	 CDGSH iron-sulfur domain-containing protein 1 
 18 	 CHEMBL5533	 Nuclear factor NF-kappa-B p65 subunit 
 19 	 CHEMBL1697668	 Solute carrier organic anion transporter family member 1B1 
 20 	 CHEMBL1781859	 Solute carrier organic anion transporter family member 1A1 
