 Rank 	 ChEMBL ID 	 Common name 
 1 	 CHEMBL289	 Cytochrome P450 2D6 
 2 	 CHEMBL1867	 Alpha-2a adrenergic receptor 
 3 	 CHEMBL1916	 Alpha-2c adrenergic receptor 
 4 	 CHEMBL1942	 Alpha-2b adrenergic receptor 
 5 	 CHEMBL327	 Alpha-2a adrenergic receptor 
 6 	 CHEMBL3762	 Voltage-gated L-type calcium channel alpha-1C subunit 
 7 	 CHEMBL4176	 Alpha-L-fucosidase I 
 8 	 CHEMBL205	 Carbonic anhydrase II 
 9 	 CHEMBL2326	 Carbonic anhydrase VII 
 10 	 CHEMBL261	 Carbonic anhydrase I 
 11 	 CHEMBL3242	 Carbonic anhydrase XII 
 12 	 CHEMBL3510	 Carbonic anhydrase XIV 
 13 	 CHEMBL3594	 Carbonic anhydrase IX 
 14 	 CHEMBL1795098	 Carboxy-terminal domain RNA polymerase II polypeptide A small phosphatase 1 
 15 	 CHEMBL240	 HERG 
 16 	 CHEMBL1075322	 G-protein coupled receptor 55 
 17 	 CHEMBL228	 Serotonin transporter 
 18 	 CHEMBL238	 Dopamine transporter 
 19 	 CHEMBL333	 Matrix metalloproteinase-2 
 20 	 CHEMBL220	 Acetylcholinesterase 
