 Rank 	 ChEMBL ID 	 Common name 
 1 	 CHEMBL206	 Estrogen receptor alpha 
 2 	 CHEMBL242	 Estrogen receptor beta 
 3 	 CHEMBL1293240	 Plectin 
 4 	 CHEMBL215	 Arachidonate 5-lipoxygenase 
 5 	 CHEMBL2085	 Macrophage migration inhibitory factor 
 6 	 CHEMBL3869	 Matrix metalloproteinase 14 
 7 	 CHEMBL1915	 Tubulin beta-1 chain 
 8 	 CHEMBL1293229	 Nuclear receptor subfamily 4 group A member 1 
 9 	 CHEMBL5485	 D-amino-acid oxidase 
 10 	 CHEMBL2487	 Beta amyloid A4 protein 
 11 	 CHEMBL230	 Cyclooxygenase-2 
 12 	 CHEMBL4304	 Calcium-activated potassium channel subunit alpha-1 
 13 	 CHEMBL1075322	 G-protein coupled receptor 55 
 14 	 CHEMBL1741179	 Probable DNA dC-&gt;dU-editing enzyme APOBEC-3A 
 15 	 CHEMBL325	 Histone deacetylase 1 
 16 	 CHEMBL3192	 Histone deacetylase 8 
 17 	 CHEMBL1978	 Cytochrome P450 19A1 
 18 	 CHEMBL221	 Cyclooxygenase-1 
 19 	 CHEMBL222	 Norepinephrine transporter 
 20 	 CHEMBL1741208	 NACHT, LRR and PYD domains-containing protein 3 
