 Rank 	 ChEMBL ID 	 Common name 
 1 	 CHEMBL5409	 G-protein coupled bile acid receptor 1 
 2 	 CHEMBL205	 Carbonic anhydrase II 
 3 	 CHEMBL261	 Carbonic anhydrase I 
 4 	 CHEMBL2047	 Bile acid receptor FXR 
 5 	 CHEMBL5287	 Bile acid transporter 
 6 	 CHEMBL2027	 Niemann-Pick C1-like protein 1 
 7 	 CHEMBL2808	 LXR-alpha 
 8 	 CHEMBL1856	 Steroid 5-alpha-reductase 2 
 9 	 CHEMBL3775	 Dual specificity phosphatase Cdc25A 
 10 	 CHEMBL1787	 Steroid 5-alpha-reductase 1 
 11 	 CHEMBL1977	 Vitamin D receptor 
 12 	 CHEMBL335	 Protein-tyrosine phosphatase 1B 
 13 	 CHEMBL1871	 Androgen Receptor 
 14 	 CHEMBL1741186	 Nuclear receptor ROR-gamma 
 15 	 CHEMBL3072	 Androgen Receptor 
 16 	 CHEMBL5347	 Glucose-6-phosphate 1-dehydrogenase 
 17 	 CHEMBL2778	 Ileal bile acid transporter 
 18 	 CHEMBL1914	 Butyrylcholinesterase 
 19 	 CHEMBL1865	 Histone deacetylase 6 
 20 	 CHEMBL1828	 DNA polymerase alpha subunit 
