 Rank 	 ChEMBL ID 	 Common name 
 1 	 CHEMBL2083	 Fatty acid binding protein adipocyte 
 2 	 CHEMBL235	 Peroxisome proliferator-activated receptor gamma 
 3 	 CHEMBL239	 Peroxisome proliferator-activated receptor alpha 
 4 	 CHEMBL3344	 Fatty acid binding protein muscle 
 5 	 CHEMBL4422	 Free fatty acid receptor 1 
 6 	 CHEMBL5339	 G-protein coupled receptor 120 
 7 	 CHEMBL3979	 Peroxisome proliferator-activated receptor delta 
 8 	 CHEMBL402	 HMG-CoA reductase 
 9 	 CHEMBL221	 Cyclooxygenase-1 
 10 	 CHEMBL3401	 Pregnane X receptor 
 11 	 CHEMBL3250	 Lysophosphatidic acid receptor Edg-7 
 12 	 CHEMBL3724	 Lysophosphatidic acid receptor Edg-4 
 13 	 CHEMBL3819	 Lysophosphatidic acid receptor Edg-2 
 14 	 CHEMBL3571	 Cannabinoid CB1 receptor 
 15 	 CHEMBL2243	 Anandamide amidohydrolase 
 16 	 CHEMBL2916	 Telomerase reverse transcriptase 
 17 	 CHEMBL3674	 Fatty acid binding protein epidermal 
 18 	 CHEMBL5738	 Fatty acid-binding protein, liver 
 19 	 CHEMBL4361	 Induced myeloid leukemia cell differentiation protein Mcl-1 
 20 	 CHEMBL5511	 Dual specificity protein phosphatase 6 
