 Rank 	 ChEMBL ID 	 Common name 
 1 	 CHEMBL203	 Epidermal growth factor receptor erbB1 
 2 	 CHEMBL3510	 Carbonic anhydrase XIV 
 3 	 CHEMBL312	 Arachidonate 5-lipoxygenase 
 4 	 CHEMBL2326	 Carbonic anhydrase VII 
 5 	 CHEMBL261	 Carbonic anhydrase I 
 6 	 CHEMBL258	 Tyrosine-protein kinase LCK 
 7 	 CHEMBL205	 Carbonic anhydrase II 
 8 	 CHEMBL1892	 Glutamate carboxypeptidase II 
 9 	 CHEMBL3594	 Carbonic anhydrase IX 
 10 	 CHEMBL1808	 Angiotensin-converting enzyme 
 11 	 CHEMBL3242	 Carbonic anhydrase XII 
 12 	 CHEMBL3252	 Beta-1 adrenergic receptor 
 13 	 CHEMBL2372	 Catechol O-methyltransferase 
 14 	 CHEMBL1907	 Aminopeptidase N 
 15 	 CHEMBL3369	 Neprilysin 
 16 	 CHEMBL1841	 Tyrosine-protein kinase FYN 
 17 	 CHEMBL2622	 Aldose reductase 
 18 	 CHEMBL3729	 Carbonic anhydrase IV 
 19 	 CHEMBL4789	 Carbonic anhydrase VA 
 20 	 CHEMBL321	 Matrix metalloproteinase 9 
