 Rank 	 ChEMBL ID 	 Common name 
 1 	 CHEMBL2492	 Neuronal acetylcholine receptor protein alpha-7 subunit 
 2 	 CHEMBL312	 Arachidonate 5-lipoxygenase 
 3 	 CHEMBL1900	 Aldose reductase 
 4 	 CHEMBL2622	 Aldose reductase 
 5 	 CHEMBL4633	 Voltage-gated potassium channel subunit Kv1.3 
 6 	 CHEMBL206	 Estrogen receptor alpha 
 7 	 CHEMBL242	 Estrogen receptor beta 
 8 	 CHEMBL203	 Epidermal growth factor receptor erbB1 
 9 	 CHEMBL1951	 Monoamine oxidase A 
 10 	 CHEMBL2039	 Monoamine oxidase B 
 11 	 CHEMBL5393	 ATP-binding cassette sub-family G member 2 
 12 	 CHEMBL4081	 Coagulation factor III 
 13 	 CHEMBL2391	 11-beta-hydroxysteroid dehydrogenase 1 
 14 	 CHEMBL289	 Cytochrome P450 2D6 
 15 	 CHEMBL3397	 Cytochrome P450 2C9 
 16 	 CHEMBL4235	 11-beta-hydroxysteroid dehydrogenase 1 
 17 	 CHEMBL205	 Carbonic anhydrase II 
 18 	 CHEMBL2326	 Carbonic anhydrase VII 
 19 	 CHEMBL261	 Carbonic anhydrase I 
 20 	 CHEMBL2885	 Carbonic anhydrase III 
