 Rank 	 ChEMBL ID 	 Common name 
 1 	 CHEMBL261	 Carbonic anhydrase I 
 2 	 CHEMBL3729	 Carbonic anhydrase IV 
 3 	 CHEMBL333	 Matrix metalloproteinase-2 
 4 	 CHEMBL321	 Matrix metalloproteinase 9 
 5 	 CHEMBL5697	 Egl nine homolog 1 
 6 	 CHEMBL2131	 Indolethylamine N-methyltransferase 
 7 	 CHEMBL3242	 Carbonic anhydrase XII 
 8 	 CHEMBL3594	 Carbonic anhydrase IX 
 9 	 CHEMBL3965	 Leucine aminopeptidase 
 10 	 CHEMBL1641347	 Solute carrier family 22 member 6 
 11 	 CHEMBL4588	 Matrix metalloproteinase 8 
 12 	 CHEMBL205	 Carbonic anhydrase II 
 13 	 CHEMBL1938209	 Lysine-specific demethylase 3A 
 14 	 CHEMBL2163176	 Lysine-specific demethylase 5C 
 15 	 CHEMBL3028	 Hypoxia-inducible factor prolyl hydroxylase 1 
 16 	 CHEMBL3785	 Hydroxycarboxylic acid receptor 2 
 17 	 CHEMBL1892	 Glutamate carboxypeptidase II 
 18 	 CHEMBL2718	 Metabotropic glutamate receptor 8 
 19 	 CHEMBL2787	 Metabotropic glutamate receptor 4 
 20 	 CHEMBL1293226	 Lysine-specific demethylase 4D-like 
