"","p_val","avg_log2FC","pct.1","pct.2","p_val_adj"
"PTMA",1.61159345950457e-34,-0.495621012515516,0.272,0.354,1.10624379613135e-32
"PRNP",4.84754063790981e-34,-0.354624049111692,0.346,0.43,3.25010689746371e-32
"KIRREL3",5.59635664594485e-34,0.380482601590201,0.455,0.373,3.66688550233159e-32
"TUBA4A",8.35451505272974e-34,-0.737521419089862,0.091,0.149,5.35245931044885e-32
"CTSD",1.61950133376335e-32,-0.681093594648368,0.105,0.164,1.01500485766082e-30
"UBB",1.67781927491903e-32,-0.626274587000544,0.119,0.181,1.02918148289182e-30
"PTPRZ1",3.30635479744296e-32,-0.658858499658879,0.157,0.209,1.98587935021418e-30
"ITM2C",4.40664531889728e-32,-0.542293450420645,0.154,0.215,2.59272621517977e-30
"EIF5A",5.98456066042223e-32,-0.96301811097312,0.054,0.101,3.45069767679946e-30
"AC119673.2",6.33914654596211e-32,0.658360769060348,0.146,0.093,3.58348225333505e-30
"DYNLRB1",1.55600733776314e-31,-0.746508818034307,0.079,0.128,8.62686375917524e-30
"RHBDD2",4.10273824951883e-31,-0.619117153227574,0.121,0.182,2.23173478742694e-29
"NAT8L",5.20258604511122e-31,-0.512907298593727,0.197,0.263,2.77760288297327e-29
"BSCL2",6.87279067775909e-31,-0.483239943318897,0.17,0.231,3.60259191345081e-29
"TCF4",9.0551212646167e-31,-0.221054025289443,0.844,0.883,4.66177046533749e-29
"MALAT1",1.4566216883252e-30,0.105136864072046,0.992,0.991,7.36743917095008e-29
"ALDOC",3.02315763623556e-30,-0.796849475656158,0.103,0.166,1.50271783883916e-28
"CALM3",5.16492032312708e-30,-0.305219728857626,0.319,0.398,2.5238076765382e-28
"CST3",8.71608246274491e-30,-0.936425947835096,0.097,0.143,4.18807762334893e-28
"CEND1",3.73455220045386e-29,-0.54630765039201,0.164,0.228,1.76503508096861e-27
"RNF187",8.51237929865899e-29,-0.667186008686245,0.093,0.146,3.95825637387643e-27
"THY1",9.33424552844607e-29,-0.38451100605039,0.248,0.326,4.27152854896984e-27
"NRGN",5.80862987820375e-28,-0.493113561482366,0.373,0.45,2.6166062404471e-26
"CLIP3",9.5552296442674e-28,-0.701631554591375,0.115,0.178,4.23811185606506e-26
"RNASEK",2.43219735428377e-27,-0.558865308630955,0.114,0.165,1.05044704024391e-25
"PSAP",2.44120540049747e-27,-0.388499612513711,0.311,0.39,1.05044704024391e-25
"FTL",3.50356007642613e-27,-0.43880951629729,0.26,0.321,1.48540642652008e-25
"TUBB4B",3.70098624743876e-27,-0.743154234471909,0.074,0.124,1.54636860164724e-25
"PPIA",3.78238596545372e-27,-0.525785228835072,0.202,0.271,1.55780267691472e-25
"AP2M1",6.43820341035731e-27,-0.487568656006546,0.177,0.247,2.58841574428573e-25
"PTN",6.46430570893418e-27,-0.666216945825734,0.12,0.163,2.58841574428573e-25
"CALM1",6.88275497573551e-27,-0.235910271256506,0.617,0.684,2.71821679384185e-25
"GDI1",7.91542546561901e-27,-0.487393936012421,0.218,0.285,3.08380697532157e-25
"GABARAP",1.37405906125925e-26,-0.561124077902186,0.119,0.173,5.28188303148054e-25
"C1orf61",1.63322667842036e-26,-0.589865791929544,0.157,0.205,6.19551646563934e-25
"EIF1",3.10633835166536e-26,-0.419655482178604,0.22,0.289,1.16306148933133e-24
"MAP7",3.49237812130022e-26,0.258865907127962,0.472,0.407,1.29083668252673e-24
"SYN1",3.79420574809479e-26,-0.542131415191768,0.14,0.2,1.38464495845029e-24
"ATP6V0B",6.45480269502199e-26,-0.527410061756332,0.136,0.193,2.32614952121855e-24
"DYNLL2",7.98580780812184e-26,-0.478218769047191,0.154,0.212,2.84235603837225e-24
"TAGLN3",8.85719568591285e-26,-0.533502390032166,0.181,0.247,3.11406038566912e-24
"RYR2",1.24336600657024e-25,0.216539449388792,0.724,0.69,4.31882433366506e-24
"SRP14",1.28933598560182e-25,-0.527111217821689,0.152,0.21,4.42518529344052e-24
"CADM3",1.35532062548658e-25,-0.441882085318221,0.143,0.195,4.59692866267976e-24
"ZFAND5",1.55299969206847e-25,-0.431550404661878,0.183,0.242,5.20616059562022e-24
"SCG3",3.27813452269411e-25,-0.582890051840906,0.11,0.158,1.08630595734794e-23
"ARL6IP1",7.65882112095274e-25,-0.342040388543199,0.276,0.348,2.50913423769395e-23
"RBFOX1",9.66083509407153e-25,0.152790158711026,0.931,0.911,3.12945927822564e-23
"STMN1",1.46639841509509e-24,-0.443912404805125,0.276,0.353,4.69736292302126e-23
"PRDX1",1.50709415454085e-24,-0.737487941879794,0.066,0.108,4.77467301927612e-23
"CHCHD10",2.19209097144467e-24,-0.582093947276158,0.135,0.19,6.86934594638585e-23
"OBI1-AS1",2.7131754468958e-24,-0.814715222511676,0.069,0.105,8.41084388537697e-23
"NDUFA4",2.83052336446862e-24,-0.48240504627117,0.17,0.231,8.68127538272664e-23
"YWHAB",3.34081764362963e-24,-0.31393454025168,0.248,0.312,1.01385023858781e-22
"CPE",5.13474227105372e-24,-0.428811542714072,0.343,0.401,1.54202728827582e-22
"ATP6V1F",5.53036824435162e-24,-0.695881846459108,0.098,0.151,1.64371666479028e-22
"TBCB",6.27347872728427e-24,-0.586247461621773,0.094,0.137,1.84555501742455e-22
"ATP1B1",6.67729112155629e-24,-0.346832161900273,0.517,0.579,1.94450811145927e-22
"FTX",6.95522822718786e-24,0.163106285012743,0.912,0.899,2.00519229789826e-22
"PRRT1",1.25709063323283e-23,-0.746716363485485,0.059,0.1,3.5883092035745e-22
"LSAMP",1.84323264902093e-23,-0.205860794339425,0.962,0.963,5.20984286973269e-22
"NORAD",2.10312084515443e-23,-0.285850893383353,0.3,0.369,5.88669650153421e-22
"EIF4A1",5.69006567782941e-23,-0.542402428358764,0.105,0.15,1.57735186049829e-21
"SPINT2",1.01070811820824e-22,-0.521194013479593,0.093,0.132,2.77511571885176e-21
"AC008571.2",1.37022595948571e-22,0.787547591212968,0.107,0.07,3.72675607660122e-21
"TUBA1A",1.72954855180703e-22,-0.461610714565365,0.179,0.241,4.66008268678474e-21
"SNED1",1.88766525503278e-22,0.491992891623594,0.165,0.127,5.03901752801807e-21
"GPX4",2.44440934568759e-22,-0.46392716988893,0.151,0.206,6.46535059047459e-21
"RSRP1",3.07245237773234e-22,0.337406926428589,0.331,0.271,8.05261836818394e-21
"DIRAS1",3.26516530519967e-22,-0.494705753630275,0.104,0.149,8.4070490231501e-21
"USP11",3.26600586400559e-22,-0.4251672543371,0.175,0.232,8.4070490231501e-21
"SHTN1",3.33803248979408e-22,0.344015206855811,0.345,0.289,8.51641386555428e-21
"ATP6V0E2",3.44042267685066e-22,-0.371163616535094,0.171,0.221,8.62845959412302e-21
"RAPGEF5",3.44180663657353e-22,0.22514687743245,0.503,0.449,8.62845959412302e-21
"ANKRD36",3.8554022067683e-22,0.338258884448157,0.41,0.34,9.58200393285605e-21
"SLC1A3",4.32452462630017e-22,-0.790173181877262,0.167,0.21,1.06560722201909e-20
"NFASC",5.017643570903e-22,0.362698871800654,0.346,0.289,1.22592088261977e-20
"NKAIN3",5.39198975923366e-22,-0.526004948640383,0.161,0.207,1.30631146856056e-20
"MICAL3",6.56450836319859e-22,0.296185929951663,0.401,0.343,1.57712313425846e-20
"SDC3",1.2440211942056e-21,-0.53745240560134,0.105,0.143,2.96406041561548e-20
"FXYD6",1.26018775784166e-21,-0.399158964747347,0.285,0.345,2.97796828348975e-20
"LINC00632",1.29101906345608e-21,0.226338509640687,0.636,0.584,3.02602273166169e-20
"SERINC3",1.49168777721532e-21,-0.309203132397732,0.191,0.24,3.46817408202562e-20
"SLCO3A1",2.03948014311816e-21,0.378336814655443,0.296,0.244,4.70385700208772e-20
"HSP90AA1",2.0873173902827e-21,-0.295711438549227,0.367,0.434,4.77598098109923e-20
"ENO1",2.43780335542212e-21,-0.561931560089794,0.127,0.181,5.50879456444378e-20
"H3F3B",2.44580542576762e-21,-0.487338544445358,0.144,0.192,5.50879456444378e-20
"LINC00486",2.47920522226955e-21,-0.479101760071544,0.187,0.239,5.54073539209543e-20
"ARL17B",2.60192877166036e-21,0.401108558280803,0.198,0.15,5.77027742207448e-20
"PLA2G4C",2.72979841288248e-21,0.445112491035296,0.16,0.122,6.00764032392381e-20
"BEX4",2.7626348303299e-21,-0.425983245405626,0.151,0.202,6.03384561806143e-20
"HPSE2",2.88848393260747e-21,-0.722251908657002,0.084,0.119,6.26127757722356e-20
"MTSS2",2.92701143897845e-21,-0.565756687656492,0.116,0.153,6.29744326759319e-20
"SLC13A3",3.02304929374955e-21,0.409099293831543,0.173,0.133,6.45588971398515e-20
"GRINA",3.60753193188559e-21,-0.501384094873466,0.124,0.171,7.60293266757775e-20
"FKBP8",3.61290938417673e-21,-0.525076582488528,0.158,0.214,7.60293266757775e-20
"BEX3",4.65870095126702e-21,-0.364716355109815,0.276,0.344,9.73263394384262e-20
"YWHAG",5.23840347217329e-21,-0.280159123673707,0.306,0.372,1.08649764102702e-19
"H3F3A",6.10059146689143e-21,-0.569800665678945,0.112,0.162,1.25628608564628e-19
"NUCKS1",6.86843535185088e-21,-0.358027234186988,0.308,0.38,1.40437582406994e-19
"LINC00882",7.86896529653305e-21,0.245592209861332,0.503,0.454,1.59762161619048e-19
"DLGAP2",9.39741820276272e-21,0.281016546299789,0.643,0.619,1.89459836913041e-19
"SOD1",9.52835055335978e-21,-0.507769887952401,0.135,0.184,1.90765518370391e-19
"COL5A3",9.73756754811752e-21,-0.76388626953997,0.113,0.149,1.93609705111881e-19
"PREX2",9.9524896071135e-21,-0.600054643836858,0.14,0.184,1.96527585871974e-19
"UBA52",1.03188353791706e-20,-0.442872909534873,0.106,0.144,2.02375526518019e-19
"MRFAP1",1.14451243060696e-20,-0.568531540881327,0.071,0.106,2.22947928205396e-19
"CSPG5",1.1776673970627e-20,-0.673831173752089,0.089,0.133,2.27866785619581e-19
"HNRNPH2",1.23081663330714e-20,-0.555860081926422,0.071,0.104,2.36562956921632e-19
"PNMA8B",1.6634986039811e-20,-0.685363263979471,0.071,0.115,3.17607051342882e-19
"EIF1AX",1.89316610204384e-20,-0.405358954440412,0.164,0.219,3.59078807381079e-19
"CES4A",2.39968529301028e-20,0.511027814758423,0.168,0.124,4.52175993447623e-19
"MEG8",2.5520677338744e-20,0.297499326627123,0.487,0.427,4.7776696602337e-19
"PGRMC1",2.57342589417221e-20,-0.348612273683628,0.136,0.176,4.78657216316031e-19
"PEG3",2.59669055455688e-20,-0.408289783855361,0.268,0.33,4.79888389024838e-19
"SERF2",2.66429750753818e-20,-0.545663528909152,0.134,0.185,4.8924647861354e-19
"LINC01250",3.43716226212535e-20,0.343122666399374,0.271,0.227,6.27173341880215e-19
"PTMS",3.71438243767334e-20,-0.498779912500817,0.118,0.164,6.73494626906431e-19
"SPRYD3",3.85075439468152e-20,-0.526570097734923,0.073,0.107,6.9222501096631e-19
"HNRNPK",3.86570332173347e-20,-0.417608054048519,0.175,0.23,6.9222501096631e-19
"B4GAT1",5.95825051320093e-20,-0.531996538784001,0.107,0.155,1.06034791540483e-18
"COX5B",6.48192486548041e-20,-0.520994297501705,0.123,0.166,1.14646560657546e-18
"EIF4A2",8.05380290809972e-20,-0.315943829212781,0.319,0.383,1.41579962097875e-18
"CDIP1",1.11816378235084e-19,-0.546712874383463,0.111,0.16,1.95373708152574e-18
"CLTB",1.58237507923811e-19,-0.52624236228314,0.102,0.145,2.7481851526768e-18
"COX6B1",2.1903893029261e-19,-0.567259537121569,0.124,0.173,3.78137267085984e-18
"OLFM1",2.56217379273406e-19,-0.363755545144078,0.288,0.349,4.39687324074542e-18
"WBP2",2.59247135857902e-19,-0.497775865822768,0.118,0.168,4.42254137679486e-18
"CCPG1",2.83647238424624e-19,0.323775431018307,0.318,0.268,4.81032346104818e-18
"PRUNE2",3.52089077043167e-19,0.372473113197916,0.33,0.28,5.93609829892076e-18
"PITPNC1",4.04964408644355e-19,-0.386863558844244,0.293,0.329,6.78786273326555e-18
"TSPYL4",4.17326549624464e-19,-0.523250569901084,0.094,0.139,6.95463839634294e-18
"MBP",4.25028534718346e-19,0.774140198266418,0.306,0.263,7.04228313559191e-18
"PTGDS",4.29332211557594e-19,-0.42568077078049,0.254,0.299,7.07294151954596e-18
"PLK2",4.82530265836925e-19,-0.589953716305002,0.087,0.13,7.90417475231735e-18
"DIP2B",5.90238261167563e-19,0.392180659493468,0.334,0.286,9.61388083020386e-18
"ATP1A1",7.17630476098825e-19,-0.297056162202114,0.263,0.321,1.16231947336681e-17
"NCDN",7.59984699244641e-19,-0.403404944577179,0.182,0.238,1.21999028246204e-17
"TMBIM6",7.61700488529887e-19,-0.369709622612494,0.205,0.257,1.21999028246204e-17
"PGAM1",8.3402483470072e-19,-0.477425125864351,0.123,0.172,1.32844950190175e-17
"RPS12",1.36292402867395e-18,0.626167286443584,0.113,0.081,2.1589615245423e-17
"KCNQ3",1.40777304424793e-18,0.245823363001323,0.529,0.482,2.21781950085616e-17
"EDF1",1.50249079904916e-18,-0.624576937042173,0.099,0.146,2.35417444220584e-17
"MOBP",1.54355985775371e-18,0.498359647052694,0.156,0.115,2.40545030805618e-17
"BEX1",1.76170190024109e-18,-0.367468187042315,0.203,0.26,2.73063794537368e-17
"PRPF19",2.25539555292714e-18,-0.562909481036802,0.089,0.129,3.47716865191923e-17
"OIP5-AS1",2.36493968821647e-18,-0.307034830081814,0.227,0.276,3.62666017081282e-17
"KLC1",3.95813664459612e-18,-0.292277674892228,0.311,0.37,6.03772907215376e-17
"RAC1",4.15869315469661e-18,-0.35595251922931,0.184,0.238,6.31026966578438e-17
"TSPAN7",4.21052949558147e-18,-0.27149136964907,0.368,0.425,6.35547462605308e-17
"CD81",4.25257284346269e-18,-0.535866610620155,0.109,0.153,6.38550391026195e-17
"RHOB",4.30608921694383e-18,-0.568783886199777,0.111,0.153,6.43236021370418e-17
"KCNIP4",4.52330603982742e-18,0.121235245950555,0.879,0.845,6.72200583135177e-17
"SLC7A14-AS1",4.61258158584664e-18,0.612374370125786,0.148,0.112,6.81952446769019e-17
"CLSTN1",4.97744121819761e-18,-0.2123811973486,0.377,0.429,7.32140971023659e-17
"COX6A1",5.03669185127666e-18,-0.529170006010741,0.131,0.18,7.37095563818812e-17
"SYNDIG1",5.15705292771676e-18,0.409622967472838,0.26,0.213,7.50898161141789e-17
"YWHAH",5.72991282181288e-18,-0.220217474691371,0.288,0.347,8.30117520868669e-17
"OAT",5.77088791250642e-18,-0.414567693516605,0.116,0.154,8.318734925878e-17
"ATP1A2",5.96881634649205e-18,-0.538891125591304,0.092,0.126,8.56124255071471e-17
"CXXC5",6.97586848345347e-18,-0.526653751674723,0.11,0.156,9.92176807574572e-17
"NDRG2",6.98619118756982e-18,-0.603188531848212,0.11,0.143,9.92176807574572e-17
"AC016831.7",9.47310794193146e-18,0.426699090602264,0.188,0.141,1.33877304885237e-16
"ATP6V1B2",9.83456407233721e-18,-0.31471117924294,0.21,0.269,1.38307552295357e-16
"UBQLN2",1.00764480037843e-17,-0.547762677846178,0.071,0.106,1.41021357256845e-16
"GNB2",1.07390268114934e-17,-0.542577491441621,0.086,0.125,1.49568185012249e-16
"ANKRD36C",1.18853909677033e-17,0.279448727437259,0.345,0.293,1.64738375768696e-16
"PCBP1",1.22010290614934e-17,-0.55973686307981,0.091,0.135,1.68304147293233e-16
"SAP18",1.45940438451785e-17,-0.497602339326327,0.079,0.112,2.00355373360237e-16
"ATP1A3",1.51380982851588e-17,-0.36013879830747,0.184,0.234,2.0683951353608e-16
"UBE2M",1.73718982540062e-17,-0.589612854863947,0.067,0.103,2.36241427671226e-16
"SNHG14",1.81830729422762e-17,0.123965354535342,0.964,0.958,2.46040682173525e-16
"DOCK9",1.82631654474972e-17,0.212478261000112,0.375,0.33,2.46040682173525e-16
"APLP1",1.90449619058475e-17,-0.344195645921969,0.205,0.254,2.5537965197469e-16
"PNMA2",1.99407099903964e-17,-0.366378910462999,0.21,0.27,2.66153087510708e-16
"SULT4A1",2.03725070103829e-17,-0.400623324626389,0.177,0.231,2.70663307423659e-16
"TTYH1",2.77614325160815e-17,-0.530322863381635,0.133,0.168,3.67138577724142e-16
"ATP6AP1",3.31696325247521e-17,-0.391315014457333,0.111,0.149,4.36657765154613e-16
"FXYD7",3.76515774278414e-17,-0.465144056322588,0.139,0.183,4.93406807838486e-16
"STXBP5L",3.97465132829249e-17,0.191532960858226,0.721,0.705,5.16921051449527e-16
"MTPN",3.98045346589646e-17,-0.377161693251954,0.138,0.181,5.16921051449527e-16
"AL589740.1",4.59810257824537e-17,-0.322567830873464,0.293,0.328,5.94454248120242e-16
"NAP1L3",4.81424656250915e-17,-0.49878236335679,0.13,0.181,6.19619323201512e-16
"NAPB",4.97678673905704e-17,-0.31667029334786,0.216,0.272,6.37692274164509e-16
"SH3GL3",5.26359140432751e-17,0.272948073572914,0.442,0.389,6.7145725746355e-16
"IQCJ-SCHIP1",5.74996972452392e-17,0.155489060144182,0.679,0.642,7.30271485277642e-16
"ENOX1",6.07368843211187e-17,0.197560934993592,0.544,0.497,7.68001918849935e-16
"PPDPF",7.28649822053953e-17,-0.453378008879982,0.104,0.137,9.17335125319452e-16
"MLF2",7.81547212069232e-17,-0.492186771685437,0.107,0.149,9.79652440171998e-16
"NDUFB4",8.12694888462342e-17,-0.494565229136785,0.087,0.117,1.01428543871729e-15
"ABCC5",8.39684262626949e-17,0.254335203858597,0.256,0.217,1.04345246946271e-15
"ADGRV1",8.79276995568034e-17,-0.571244946997141,0.13,0.165,1.08796376747753e-15
"MAPK8IP2",9.81217518244277e-17,-0.368068513104169,0.115,0.149,1.20891030132404e-15
"MARCKS",1.0382222374152e-16,-0.428803992219712,0.139,0.186,1.2736998767949e-15
"ZNF609",1.09999813346775e-16,0.277823787091808,0.368,0.314,1.3437689062659e-15
"SARAF",1.21481511366442e-16,-0.239190156957758,0.264,0.319,1.47776876485001e-15
"SNCG",1.36139822579311e-16,-0.626606730339208,0.091,0.13,1.64912230460568e-15
"ZFYVE28",1.38534451211747e-16,0.293243725037734,0.273,0.231,1.67110804537015e-15
"UBE2E2",1.41778809684467e-16,0.166137667258938,0.685,0.655,1.70311795133466e-15
"MOG",1.50723890706689e-16,0.588520354524898,0.109,0.076,1.80305799546633e-15
"MAPRE3",1.56303973796317e-16,-0.413349571680628,0.131,0.17,1.86208411758174e-15
"CDK5R2",1.57044273164774e-16,-0.531617345193529,0.077,0.113,1.86320427791787e-15
"AC105402.3",1.67124239704011e-16,-0.757722437995379,0.087,0.124,1.97466878306009e-15
"AL391807.1",1.74258038040311e-16,0.371085074118148,0.25,0.201,2.05055479049068e-15
"PLCL1",1.92592872145485e-16,0.258734392002187,0.418,0.365,2.25709451380258e-15
"CCK",2.16212225146599e-16,-0.381100103984532,0.234,0.287,2.52364309756132e-15
"RAP1GAP2",2.21221838940916e-16,0.316431063016534,0.27,0.229,2.57170387768815e-15
"KSR2",2.30905529914232e-16,0.323816495497032,0.376,0.333,2.67349655719973e-15
"ATP5F1B",2.44700380655453e-16,-0.44215510919232,0.139,0.19,2.82188478971868e-15
"FRMD4A",2.6807651782844e-16,0.15433146373432,0.86,0.857,3.07914183625256e-15
"INPP5F",3.1394407739098e-16,-0.305931657593763,0.216,0.259,3.59166974253252e-15
"LINC00609",3.51247471825285e-16,0.434581904574368,0.134,0.102,4.00255518289445e-15
"GPC5",4.08222516077344e-16,-0.75492685094906,0.199,0.246,4.63348627500387e-15
"DPYD",4.55106021459883e-16,0.197967223548154,0.439,0.386,5.14537513674056e-15
"RAB6B",5.44357939171394e-16,-0.305241906526402,0.188,0.24,6.13040601027785e-15
"TMSB10",5.59047731252356e-16,-0.43113590699256,0.243,0.296,6.2713408918309e-15
"PPP1CB",5.6816058885314e-16,-0.300109348396285,0.199,0.244,6.34886425451009e-15
"DOCK5",6.94189385315905e-16,0.523574555782277,0.163,0.129,7.72721234697202e-15
"EGR1",7.69320082369206e-16,-0.662477715397543,0.069,0.107,8.530576144117e-15
"CAMK2N1",8.62592649110335e-16,-0.189637132578368,0.353,0.402,9.52817857235669e-15
"PXK",9.09295549238759e-16,0.377154744640471,0.211,0.172,1.00057216353257e-14
"NAP1L2",9.14010493783553e-16,-0.349637818705913,0.118,0.156,1.00193621809049e-14
"SCG2",9.94147942671731e-16,-0.518456178550524,0.109,0.15,1.08565474194038e-14
"SOX5",1.02448650985902e-15,-0.321074846741951,0.589,0.626,1.11456400299002e-14
"TPT1-AS1",1.1827619486971e-15,0.268562322318016,0.247,0.208,1.28191830755404e-14
"KALRN",1.21068443840611e-15,0.1701052181243,0.744,0.729,1.30634234779532e-14
"USP22",1.21435917172788e-15,-0.301302093744297,0.231,0.283,1.30634234779532e-14
"FAM171B",1.29286767218924e-15,-0.29375546671378,0.259,0.297,1.38562732301917e-14
"CACNA2D3",1.34218166231261e-15,0.248591931539273,0.529,0.491,1.43315175275824e-14
"SEC14L5",1.47271261026679e-15,0.334310723615646,0.196,0.158,1.56502516431384e-14
"PRDX5",1.4765412580415e-15,-0.515443138251216,0.077,0.108,1.56502516431384e-14
"SUMO2",1.71662135946473e-15,-0.371668288436784,0.137,0.177,1.81282761147868e-14
"AC009041.2",1.74249756769899e-15,0.216085551472954,0.294,0.249,1.82757381649199e-14
"WDR82",1.74326326581789e-15,-0.39677614760211,0.111,0.15,1.82757381649199e-14
"SHANK2",1.9023820144125e-15,0.277831321241827,0.355,0.31,1.98194755292792e-14
"CYCS",1.9042645583109e-15,-0.429180141952381,0.115,0.156,1.98194755292792e-14
"STMN4",1.92627647525053e-15,-0.486151735450707,0.12,0.164,1.99764571156377e-14
"SYN3",2.04148206776755e-15,0.461847996005426,0.332,0.285,2.10953147002647e-14
"CABLES1",2.32482161281564e-15,-0.526378620714266,0.103,0.128,2.39373596776696e-14
"NRG1",2.46620359104267e-15,0.151116331739283,0.412,0.359,2.53027222525837e-14
"STMN3",2.58437292206238e-15,-0.378549048759262,0.151,0.197,2.64210891287441e-14
"FRMD5",2.90781351442542e-15,0.226251082056814,0.628,0.585,2.96227079932455e-14
"MCTP1",3.08351996815906e-15,0.212415087745271,0.426,0.383,3.13020706626851e-14
"RNF130",3.10601990603248e-15,0.299522442943957,0.334,0.289,3.13637785945978e-14
"NGRN",3.11820297168026e-15,-0.333705685921073,0.182,0.233,3.13637785945978e-14
"BICRAL",3.12223533009004e-15,0.291194141708161,0.282,0.237,3.13637785945978e-14
"MSRA",3.47676095550772e-15,0.17416418853062,0.546,0.526,3.48038258150304e-14
"RAD23A",3.75375232029821e-15,-0.486821756083382,0.081,0.112,3.74466018665043e-14
"ST18",3.99856262515498e-15,0.45587097706422,0.182,0.143,3.96160824283666e-14
"NDUFA3",4.00589753715913e-15,-0.437510547516789,0.115,0.149,3.96160824283666e-14
"KAZN",4.01245094314362e-15,0.207202082555351,0.813,0.797,3.96160824283666e-14
"SYT11",4.10543069545134e-15,-0.239136091327508,0.268,0.322,4.03957566381782e-14
"NDUFB7",4.17857396463353e-15,-0.604236664937431,0.071,0.103,4.09756079593145e-14
"ANKS1B",4.67260722212522e-15,0.113012362102354,0.927,0.916,4.56133987694701e-14
"DUBR",4.68316546505833e-15,0.30527994798003,0.163,0.134,4.56133987694701e-14
"GUCY1B1",5.51379641652264e-15,-0.339546334768889,0.152,0.194,5.35228116795784e-14
"LDHB",5.89905900335528e-15,-0.439365395625389,0.11,0.148,5.70704265324606e-14
"PPFIA3",6.27216955582161e-15,-0.382373549991857,0.106,0.135,6.04401887085308e-14
"AL049828.1",6.28930163460258e-15,0.258646499014551,0.307,0.267,6.04401887085308e-14
"OTUD7A",6.59891788901598e-15,0.29701668573629,0.465,0.416,6.32049178539304e-14
"LINC00342",6.63560157498348e-15,0.409606174839114,0.212,0.166,6.3345825631382e-14
"ARF1",7.35078790878167e-15,-0.420239527009708,0.146,0.198,6.99416552508831e-14
"PJA2",7.54356249721763e-15,-0.219701369932933,0.32,0.371,7.15397719719685e-14
